,transcript,MiSeqSFPQc.csv,MiSeqNONOc.csv,HuRc_conversionc,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
298,uc002hno.3,['G1506.1'],,,uc002hno.3,chr17,-,35441926,35766902,35444250,35766389,56,"35441926,35445872,35453930,35454764,35468465,35470022,35478276,35479452,35482618,35486290,35487000,35506787,35508225,35512604,35518694,35536200,35538141,35545216,35548060,35549030,35550314,35557081,35557369,35562678,35563696,35564570,35567380,35578644,35580432,35581912,35583259,35591889,35597391,35598868,35600286,35601503,35601995,35603741,35604934,35605516,35608930,35609811,35614624,35615133,35616281,35620587,35627641,35631083,35632843,35633925,35634788,35640167,35641738,35687112,35696763,35766351,","35444374,35446009,35454101,35454919,35468578,35470200,35478412,35479549,35482715,35486411,35487144,35506898,35508346,35512702,35518964,35536347,35538297,35545420,35548216,35549246,35550356,35557126,35557426,35562786,35563793,35564714,35567404,35578763,35580522,35582026,35583373,35592014,35597480,35598969,35600475,35601650,35602130,35603892,35605080,35605598,35609034,35609962,35614788,35615295,35616452,35620797,35627752,35631190,35632942,35634007,35634898,35640306,35641871,35687365,35696810,35766902,",Q13085-4,uc002hno.3,32888,uc002hno.3,NM_198834,Q13085-4,Q13085-4,ACACA,NM_198834,NP_942135,"Homo sapiens acetyl-CoA carboxylase alpha (ACACA), transcript variant 1, mRNA.",,
299,uc002iuz.1,['G1448.1'],,,uc002iuz.1,chr17,+,55333930,55757299,55334103,55754389,14,"55333930,55334458,55334826,55335630,55339511,55478739,55607036,55674228,55693330,55704589,55729459,55752332,55754347,55756909,","55334165,55334499,55334908,55335715,55339553,55478832,55607085,55674311,55693445,55704664,55729522,55752487,55754420,55757299,",Q96DH6,uc002iuz.1,31316,uc002iuz.1,NM_138962,Q96DH6,MSI2H_HUMAN,MSI2,NM_138962,NP_620412,"Homo sapiens musashi RNA-binding protein 2 (MSI2), transcript variant 1, mRNA.",,
300,uc011bmg.2,['G2279.1'],,,uc011bmg.2,chr3,+,137906114,138017228,137906396,138014734,21,"137906114,137928658,137940767,137942230,137942477,137947759,137953875,137956150,137956323,137958309,137963929,137982580,137982972,137985996,137988881,137991808,137993290,138003272,138007889,138009387,138014700,","137906441,137928735,137940839,137942373,137942575,137947852,137953956,137956226,137956414,137958370,137964025,137982663,137983054,137986083,137988974,137991958,137993386,138003368,138007962,138009481,138017228,",B7Z441,uc011bmg.2,51450,uc011bmg.2,NM_001267042,B7Z441,B7Z441_HUMAN,ARMC8,NM_001267042,NP_001253971,"Homo sapiens armadillo repeat containing 8 (ARMC8), transcript variant 5, mRNA.",,
301,uc001reh.2,"['G790.1' 'G791.1' 'G798.1' 'G798.2' 'G799.1' 'G801.1' 'G803.1' 'G805.1'
 'G810.1' 'G810.2']","['G602.1' 'G613.1' 'G614.1' 'G617.1' 'G625.1' 'G633.1' 'G641.1' 'G645.1'
 'G646.1' 'G649.1' 'G651.1' 'G655.1' 'G656.1' 'G658.1' 'G666.1' 'G669.1'
 'G673.1' 'G674.1' 'G674.2']",['G1047.1' 'G1047.2'],uc001reh.2,chr12,+,20522178,20837041,20522218,20833205,16,"20522178,20709593,20766376,20769163,20774229,20782841,20786626,20787835,20790033,20792779,20799423,20799684,20801621,20803378,20806880,20832963,","20523178,20709644,20766634,20769318,20774345,20783061,20786712,20787990,20790171,20792891,20799537,20799884,20801825,20803534,20807139,20837041,",Q14432,uc001reh.2,15937,uc001reh.2,NM_000921,Q14432,PDE3A_HUMAN,PDE3A,NM_000921,NP_000912,"Homo sapiens phosphodiesterase 3A, cGMP-inhibited (PDE3A), transcript variant 1, mRNA.",,
302,uc009xmb.3,['G343.1'],,,uc009xmb.3,chr10,+,35625801,35860847,35625981,35858098,9,"35625801,35790428,35805450,35814891,35818900,35819051,35841946,35854950,35857981,","35626135,35790463,35805551,35814927,35818958,35819171,35842113,35855113,35860847,",Q8ND76-2,uc009xmb.3,8118,uc009xmb.3,AF465728,Q8ND76-2,Q8ND76-2,CCNY,NM_181698,NP_859049,"Homo sapiens cyclin Y (CCNY), transcript variant 1, mRNA.",,
303,uc002rnk.1,['G1746.1'],,,uc002rnk.1,chr2,+,30670136,30830712,30682478,30829066,7,"30670136,30682417,30748452,30755981,30785011,30790925,30828881,","30670249,30682588,30748621,30756180,30785158,30791042,30830712,",Q6UWP7-2,uc002rnk.1,40518,uc002rnk.1,AK095284,Q6UWP7-2,Q6UWP7-2,LCLAT1,NM_182551,NP_872357,"Homo sapiens lysocardiolipin acyltransferase 1 (LCLAT1), transcript variant 1, mRNA.",,
304,uc010roh.3,"['G608.1' 'G610.1' 'G611.1' 'G611.2' 'G612.1' 'G612.2' 'G613.1' 'G613.2'
 'G614.1' 'G616.1' 'G616.2' 'G616.3' 'G617.1' 'G619.1' 'G619.2' 'G619.3'
 'G619.4' 'G621.1' 'G623.1' 'G625.1' 'G626.1' 'G627.1' 'G627.2' 'G631.1']","['G471.1' 'G473.1' 'G474.1' 'G474.2' 'G474.3' 'G474.4' 'G474.5' 'G474.6'
 'G474.7' 'G474.8' 'G474.9' 'G474.10' 'G474.11' 'G474.12' 'G474.13'
 'G474.14' 'G477.1' 'G479.1' 'G481.1' 'G482.1' 'G482.2' 'G482.3' 'G482.4'
 'G482.5' 'G482.6' 'G482.7' 'G482.8' 'G482.9' 'G482.10' 'G482.11' 'G483.1'
 'G483.2' 'G484.1' 'G484.2' 'G484.3']",['G812.1'],uc010roh.3,chr11,+,65265232,65273939,65265727,65265940,1,"65265232,","65273939,",uc010roh.3,,12201,uc010roh.3,NR_002819,,,MALAT1,NR_002819,,"Homo sapiens metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) (MALAT1), non-coding RNA.",,
305,uc002isr.3,['G1442.1'],['G1167.1'],,uc002isr.3,chr17,+,48796925,48830072,48797093,48828022,11,"48796925,48814320,48817666,48818462,48819017,48821066,48822012,48823080,48823902,48827861,48829560,","48797192,48814387,48817706,48818607,48819092,48821171,48822174,48823364,48824063,48828055,48830072,",O95232,uc002isr.3,31259,uc002isr.3,NM_006107,O95232,LC7L3_HUMAN,LUC7L3,NM_006107,NP_057508,"Homo sapiens LUC7-like 3 (S. cerevisiae) (LUC7L3), transcript variant 2, mRNA.",,
306,uc002lal.1,['G1582.1'],,,uc002lal.1,chr18,-,36786887,37380282,36786887,36786887,4,"36786887,37115421,37331292,37380032,","36788753,37115579,37331324,37380282,",uc002lal.1,,35194,uc002lal.1,AK090603,,,LINC00669,,,"Homo sapiens long intergenic non-protein coding RNA 669 (LINC00669), non-coding RNA.",,
307,uc021qrm.1,['G684.1'],,,uc021qrm.1,chr11,+,120207617,120319068,120207952,120319066,19,"120207617,120276826,120278446,120291461,120292511,120295066,120298777,120300148,120300420,120302479,120308016,120310837,120312415,120312812,120316130,120317111,120317656,120318582,120318942,","120207984,120276850,120278532,120291560,120292561,120295124,120298956,120300226,120300540,120302620,120308091,120310930,120312526,120312911,120316173,120317217,120317794,120318615,120319068,",NP_001185594,uc021qrm.1,13073,uc021qrm.1,BC063117,,,ARHGEF12,NM_001198665,NP_001185594,"Homo sapiens Rho guanine nucleotide exchange factor (GEF) 12 (ARHGEF12), transcript variant 2, mRNA.",,
308,uc003xyl.3,['G3412.1' 'G3412.2'],['G2769.1'],['G5166.1'],uc003xyl.3,chr8,-,70584567,70747299,70585103,70744908,10,"70584567,70588843,70591612,70594418,70617265,70650274,70667658,70673977,70744001,70747088,","70585561,70588908,70591854,70594578,70617464,70650439,70667876,70674110,70745404,70747299,",Q9H2Y9,uc003xyl.3,73644,uc003xyl.3,NM_030958,Q9H2Y9,SO5A1_HUMAN,SLCO5A1,NM_030958,NP_112220,"Homo sapiens solute carrier organic anion transporter family, member 5A1 (SLCO5A1), transcript variant 1, mRNA.",,
309,uc001zev.3,['G1167.1' 'G1168.1'],['G965.1'],,uc001zev.3,chr15,+,30938316,31065209,30938316,30938316,6,"30938316,30939870,31008422,31040778,31042604,31060060,","30938498,30939917,31008545,31040873,31042759,31065209,",uc001zev.3,,23630,uc001zev.3,NR_038253,,,LOC100288637,NR_038253,,"Homo sapiens OTU domain containing 7A pseudogene (LOC100288637), transcript variant 1, non-coding RNA.",,
310,uc001ajf.2,['G5.1'],['G5.1'],,uc001ajf.2,chr1,+,2323213,2336885,2327229,2333734,7,"2323213,2327222,2328554,2330853,2332295,2333535,2334473,","2323397,2327310,2328659,2330953,2332374,2333781,2336885,",Q5T091,uc001ajf.2,132,uc001ajf.2,AF091071,Q5T091,Q5T091_HUMAN,RER1,,,"Homo sapiens RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) (RER1), mRNA.",,
311,uc002hnq.2,['G1506.1'],,,uc002hnq.2,chr17,-,35631083,35766902,35631083,35641864,10,"35631083,35632843,35633925,35634788,35640167,35641738,35646319,35687112,35696763,35766351,","35631190,35632942,35634007,35634898,35640306,35641871,35646430,35687365,35696810,35766902,",uc002hnq.2,,32896,uc002hnq.2,AK308905,,,ACACA,,,"Homo sapiens acetyl-CoA carboxylase alpha (ACACA), transcript variant 1, mRNA.",,
312,uc002fnd.3,['G1382.1' 'G1383.1' 'G1384.1'],['G1135.1'],,uc002fnd.3,chr16,-,89353069,89484776,89354875,89371640,7,"89353069,89357032,89357420,89358088,89371613,89383340,89484691,","89355078,89357236,89357591,89358185,89371752,89383483,89484776,",uc002fnd.3,,29776,uc002fnd.3,BC025283,,,ANKRD11,,,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 4, non-coding RNA.",,
313,uc022bgu.1,['G3518.1' 'G3518.2' 'G3520.1'],['G2901.1' 'G2902.1' 'G2905.1' 'G2909.1'],,uc022bgu.1,chr9,+,37120511,37358145,37126329,37357265,9,"37120511,37126308,37302184,37304184,37305540,37327795,37349353,37354706,37356831,","37120624,37126939,37302228,37304310,37305711,37327831,37349449,37354821,37358145,",Q8N3Z6,uc022bgu.1,74693,uc022bgu.1,BC034022,Q8N3Z6,ZCHC7_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
314,uc011dyx.1,['G2962.1' 'G2962.2'],,,uc011dyx.1,chr6,-,83602185,83775545,83602185,83602185,10,"83602185,83667030,83728691,83732197,83733687,83748134,83754146,83763866,83767544,83775360,","83602761,83667169,83728855,83732280,83733757,83748204,83754378,83763957,83767741,83775545,",uc011dyx.1,,63432,uc011dyx.1,BC143617,,,UBE3D,,,"Homo sapiens ubiquitin protein ligase E3D (UBE3D), mRNA.",,
315,uc004coa.3,['G3590.1'],,,uc004coa.3,chr9,+,140513443,140678845,140513480,140678602,16,"140513443,140605418,140611077,140622800,140637822,140638353,140646782,140648622,140652331,140657126,140669560,140671069,140672333,140674086,140676742,140678557,","140513501,140605482,140611634,140622981,140637980,140638542,140646860,140648743,140652463,140657272,140669704,140671296,140672507,140674169,140676849,140678845,",Q9H9B1-4,uc004coa.3,75826,uc004coa.3,NM_001145527,Q9H9B1-4,Q9H9B1-4,EHMT1,NM_001145527,NP_001138999,"Homo sapiens euchromatic histone-lysine N-methyltransferase 1 (EHMT1), transcript variant 2, mRNA.",,
316,uc002xum.4,['G2035.1'],['G1619.1' 'G1619.2'],,uc002xum.4,chr20,+,47894714,47905795,47894714,47894714,4,"47894714,47895640,47897021,47905581,","47895253,47895745,47897107,47905795,",uc002xum.4,,45890,uc002xum.4,NR_036658,,,ZFAS1,NR_036658,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 4, non-coding RNA.",,
317,uc002xuo.3,['G2035.1'],['G1619.1' 'G1619.2'],,uc002xuo.3,chr20,+,47895178,47905795,47895178,47895178,4,"47895178,47895640,47897021,47905581,","47895275,47895745,47897107,47905795,",uc002xuo.3,,45891,uc002xuo.3,NR_036659,,,ZFAS1,NR_036659,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 5, non-coding RNA.",,
318,uc003yys.3,['G3491.1'],['G2886.1'],,uc003yys.3,chr8,-,144661866,144679845,144661961,144669015,8,"144661866,144662181,144662675,144663223,144663398,144668388,144668898,144679517,","144662000,144662376,144662897,144663324,144663498,144668460,144669022,144679845,",P29692,uc003yys.3,74249,uc003yys.3,NM_001960,P29692,EF1D_HUMAN,EEF1D,NM_001960,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 2, mRNA.",,
319,uc021ygi.1,['G2714.1' 'G2715.1'],['G2184.1'],,uc021ygi.1,chr5,+,154135134,154183305,154135317,154183305,13,"154135134,154169884,154170204,154172181,154173154,154173359,154173659,154174734,154179150,154179432,154181566,154182849,154183099,","154135753,154169946,154170270,154172356,154173283,154173560,154173822,154174879,154179319,154179602,154181959,154182973,154183305,",Q6PKG0,uc021ygi.1,58321,uc021ygi.1,AX747001,Q6PKG0,LARP1_HUMAN,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
320,uc003zzs.1,['G3518.1' 'G3518.2' 'G3520.1'],['G2901.1' 'G2902.1'],,uc003zzs.1,chr9,+,37120601,37187051,37126332,37186719,4,"37120601,37121596,37126308,37186708,","37120773,37121669,37126939,37187051,",Q8N3Z6-2,uc003zzs.1,74696,uc003zzs.1,BC022434,Q8N3Z6-2,Q8N3Z6-2,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
321,uc003yyu.3,['G3491.1'],['G2886.1'],,uc003yyu.3,chr8,-,144661866,144679845,144661961,144669015,8,"144661866,144662181,144662675,144663223,144663398,144668388,144668898,144679517,","144662000,144662376,144662897,144663324,144663498,144668460,144669019,144679845,",P29692,uc003yyu.3,74253,uc003yyu.3,BC008012,P29692,EF1D_HUMAN,EEF1D,NM_001960,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 2, mRNA.",,
322,uc011kuj.2,['G3257.1'],['G2633.1'],,uc011kuj.2,chr7,-,148514968,148581441,148514968,148514968,12,"148514968,148516069,148516687,148523560,148524255,148525831,148526819,148529725,148533913,148543561,148544273,148581255,","148515209,148516151,148516779,148523724,148524358,148525972,148526940,148529842,148534092,148543690,148544397,148581441,",uc011kuj.2,,71738,uc011kuj.2,AK303637,,,EZH2,,,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 3, mRNA.",,
323,uc002shy.3,['G1776.1'],,,uc002shy.3,chr2,+,71558884,71662191,71576084,71661937,28,"71558884,71575882,71582848,71590282,71591083,71592558,71595511,71597012,71607351,71607642,71623270,71625830,71626688,71627241,71627607,71629085,71630999,71632730,71633257,71635251,71645731,71649943,71651779,71653589,71655676,71658456,71660294,71661871,","71558995,71577401,71582910,71590321,71591382,71592836,71595658,71597135,71607410,71607695,71623321,71625902,71626775,71627310,71627648,71629217,71631128,71632772,71633392,71635377,71645769,71651168,71651845,71654544,71655781,71658558,71660413,71662191,",Q14966,uc002shy.3,40847,uc002shy.3,NM_001014972,Q14966,ZN638_HUMAN,ZNF638,NM_001014972,NP_055312,"Homo sapiens zinc finger protein 638 (ZNF638), transcript variant 2, mRNA.",,
324,uc001sbh.4,['G827.1'],,,uc001sbh.4,chr12,+,53400061,53435993,53400267,53434007,15,"53400061,53410256,53412581,53413693,53415589,53416276,53421565,53421798,53427589,53428395,53431192,53432139,53433021,53433413,53433926,","53400280,53410394,53412790,53413810,53415644,53416411,53421703,53421972,53427818,53428493,53431406,53432195,53433127,53433486,53435993,",P23588,uc001sbh.4,16325,uc001sbh.4,NM_001417,P23588,IF4B_HUMAN,EIF4B,NM_001417,NP_001408,"Homo sapiens eukaryotic translation initiation factor 4B (EIF4B), mRNA.",,
325,uc011kuh.2,['G3257.1'],['G2633.1'],,uc011kuh.2,chr7,-,148504463,148581441,148504737,148544390,20,"148504463,148506162,148506401,148507424,148508716,148511050,148512005,148512597,148513775,148514313,148514968,148516687,148523560,148524255,148525831,148526819,148529725,148543588,148544273,148581255,","148504798,148506247,148506482,148507506,148508812,148511229,148512131,148512638,148513870,148514483,148515209,148516779,148523724,148524358,148525972,148526940,148529842,148543690,148544397,148581441,",Q15910-4,uc011kuh.2,71735,uc011kuh.2,NM_001203248,Q15910-4,Q15910-4,EZH2,NM_001203248,NP_001190177,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 4, mRNA.",,
326,uc003quq.5,"['G3024.1' 'G3031.1' 'G3034.1' 'G3035.1' 'G3035.2' 'G3037.1' 'G3038.1'
 'G3042.1' 'G3046.1' 'G3048.1' 'G3048.2' 'G3050.1' 'G3051.1' 'G3053.1'
 'G3056.1' 'G3059.1']","['G2422.1' 'G2430.1' 'G2434.1' 'G2438.1' 'G2439.1' 'G2443.1' 'G2444.1'
 'G2446.1' 'G2449.1' 'G2457.1' 'G2458.1' 'G2459.1' 'G2462.1' 'G2466.1'
 'G2467.1' 'G2469.1' 'G2469.2' 'G2472.1' 'G2475.1' 'G2475.2' 'G2475.3']",,uc003quq.5,chr6,-,166352947,166401527,166353682,166354243,2,"166352947,166401016,","166354254,166401527,",A8K010,uc003quq.5,64144,uc003quq.5,NR_026860,A8K010,CF176_HUMAN,LINC00473,NR_026860,,"Homo sapiens long intergenic non-protein coding RNA 473 (LINC00473), transcript variant 1, non-coding RNA.",,
327,uc003csc.3,['G2334.1'],,,uc003csc.3,chr3,-,47892179,48130769,47894281,48040350,18,"47892179,47896737,47898920,47908735,47910703,47912302,47912716,47913406,47917174,47918906,47956306,47957440,47960208,47963254,47969717,48019354,48040127,48130262,","47894428,47896850,47899002,47908828,47910817,47912595,47912776,47913590,47917390,47919013,47956429,47958664,47960331,47963368,47969840,48019423,48040369,48130769,",P27816-6,uc003csc.3,52538,uc003csc.3,NM_001134364,P27816-6,P27816-6,MAP4,NM_001134364,NP_001127836,"Homo sapiens microtubule-associated protein 4 (MAP4), transcript variant 4, mRNA.",,
328,uc010psf.2,['G134.1' 'G134.2'],['G104.1' 'G105.1'],,uc010psf.2,chr1,+,207494816,207534311,207494816,207494816,11,"207494816,207495726,207497903,207498011,207498966,207500096,207504452,207510037,207510673,207512741,207532890,","207495210,207495912,207497925,207498095,207499066,207500182,207504641,207510163,207510754,207512762,207534311,",uc010psf.2,,3470,uc010psf.2,AK298549,,,CD55,,,"Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), transcript variant 1, mRNA.",,
329,uc002jfo.1,['G1459.1' 'G1461.1'],['G1181.1'],,uc002jfo.1,chr17,+,64298925,64771238,64637571,64770233,15,"64298925,64302213,64492318,64550636,64637472,64641500,64683228,64684419,64685068,64728805,64731606,64734881,64737776,64738739,64770104,","64299142,64302245,64492401,64550697,64637584,64641629,64683385,64684554,64685165,64728943,64731780,64734973,64737839,64738878,64771238,",P17252,uc002jfo.1,31491,uc002jfo.1,AB209475,P17252,KPCA_HUMAN,PRKCA,,,"Homo sapiens protein kinase C, alpha (PRKCA), mRNA.",,
330,uc021qve.1,['G877.1' 'G878.1'],['G729.1'],,uc021qve.1,chr12,-,10998447,11324224,10998447,10998447,6,"10998447,10999643,11000970,11187380,11199618,11324020,","10998549,10999966,11001006,11187484,11199787,11324224,",uc021qve.1,,17756,uc021qve.1,AB593030,,,PRH1-PRR4,,,"Homo sapiens PRH1-PRR4 readthrough (PRH1-PRR4), non-coding RNA.",,
331,uc003ztq.1,['G3610.1'],,,uc003ztq.1,chr9,-,33921690,34048947,33922501,34017146,29,"33921690,33922684,33922963,33923183,33923376,33923792,33924203,33926614,33926986,33927794,33932559,33933487,33935836,33941646,33943417,33944362,33948371,33953282,33956076,33960823,33963723,33971648,33973180,33986757,33988970,33996220,33998784,34017047,34048875,","33922597,33922876,33923031,33923291,33923476,33923998,33924282,33926662,33927078,33927990,33932626,33933626,33935876,33941860,33943587,33944637,33948585,33953472,33956144,33960876,33963789,33971752,33973235,33986835,33989124,33996331,33998862,34017187,34048947,",Q5T6F2,uc003ztq.1,76145,uc003ztq.1,NM_018449,Q5T6F2,UBAP2_HUMAN,UBAP2,NM_018449,NP_060919,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
332,uc002yeh.3,['G2094.1'],['G1660.1' 'G1661.1' 'G1661.2'],,uc002yeh.3,chr20,-,61826781,61847538,61828059,61847244,5,"61826781,61833638,61845215,61846928,61847217,","61828086,61835159,61845295,61846953,61847538,",Q9BYJ9,uc002yeh.3,47058,uc002yeh.3,NM_017798,Q9BYJ9,YTHD1_HUMAN,YTHDF1,NM_017798,NP_060268,"Homo sapiens YTH domain family, member 1 (YTHDF1), mRNA.",,
333,uc003wfb.2,['G3257.1'],['G2633.1'],,uc003wfb.2,chr7,-,148504463,148581441,148504737,148544390,20,"148504463,148506162,148506401,148507424,148508716,148511050,148512005,148512597,148513775,148514313,148514968,148516687,148523545,148524255,148525831,148526819,148529725,148543561,148544273,148581255,","148504798,148506247,148506482,148507506,148508812,148511229,148512131,148512638,148513870,148514483,148515209,148516779,148523724,148524358,148525972,148526940,148529842,148543690,148544397,148581441,",Q15910-2,uc003wfb.2,71733,uc003wfb.2,NM_004456,Q15910-2,Q15910-2,EZH2,NM_004456,NP_004447,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 1, mRNA.",,
