,transcript,IonXpress_NONO_c,IonXpress_SFPQt1,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
161,uc002ryf.3,['G1364.1'],,uc002ryf.3,chr2,-,55199326,55277734,55200291,55277436,8,"55199326,55200698,55200956,55201830,55209650,55214626,55255299,55276880,","55200334,55200757,55201003,55201900,55209789,55214834,55255356,55277734,",Q9NQC3-5,uc002ryf.3,43271,uc002ryf.3,NM_207520,Q9NQC3-5,Q9NQC3-5,RTN4,NM_207520,NP_997403,"Homo sapiens reticulon 4 (RTN4), transcript variant 4, mRNA.",,
162,uc004cow.2,['G2475.1'],,uc004cow.2,chrM,+,12207,12264,12207,12207,1,"12207,","12264,",uc004cow.2,,77538,uc004cow.2,DQ584698,,,DQ584698,,,"Homo sapiens piRNA piR-51809, complete sequence.",,
163,uc010bht.3,['G903.1'],['G1025.1'],uc010bht.3,chr15,-,66795148,66795248,66795148,66795148,1,"66795148,","66795248,",uc010bht.3,,25960,uc010bht.3,NR_002440,,,SNORD16,NR_002440,,"Homo sapiens small nucleolar RNA, C/D box 16 (SNORD16), small nucleolar RNA.",,
164,uc010cpe.2,['G1013.1' 'G1013.2'],['G1164.1' 'G1165.1'],uc010cpe.2,chr17,+,16342300,16373962,16342300,16342300,7,"16342300,16342640,16343498,16364206,16366146,16366480,16373615,","16342374,16342728,16343567,16364559,16366255,16366631,16373962,",uc010cpe.2,,30231,uc010cpe.2,NR_027176,,,C17orf76-AS1,NR_027176,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 20, non-coding RNA.",,
165,uc001eik.3,['G175.1'],['G251.1'],uc001eik.3,chr1,-,120454175,120612317,120457928,120612020,34,"120454175,120460287,120461028,120461934,120462851,120464335,120464858,120465258,120466259,120467927,120469121,120471598,120478094,120479904,120480479,120483177,120484148,120491036,120491629,120493346,120496165,120497662,120502014,120506196,120508075,120508998,120510055,120510699,120512133,120529582,120539619,120547951,120572528,120611947,","120459317,120460385,120461176,120462236,120463020,120464432,120465069,120465401,120466607,120468433,120469234,120471835,120478227,120480089,120480633,120483379,120484377,120491189,120491749,120493460,120496311,120497855,120502125,120506430,120508189,120509112,120510244,120510855,120512367,120529705,120539955,120548211,120572610,120612317,",Q04721,uc001eik.3,5901,uc001eik.3,NM_024408,Q04721,NOTC2_HUMAN,NOTCH2,NM_024408,NP_077719,"Homo sapiens notch 2 (NOTCH2), transcript variant 1, mRNA.",,
166,uc001jom.1,['G248.1'],['G347.1'],uc001jom.1,chr10,+,70480970,70531202,70506984,70531202,16,"70480970,70496632,70500385,70502132,70506917,70507130,70508892,70509280,70513608,70514470,70515126,70516029,70517050,70520763,70525644,70530962,","70481039,70496805,70500418,70502326,70507032,70507323,70509022,70509442,70513834,70514584,70515293,70516240,70517134,70520949,70525836,70531202,",Q8IX12,uc001jom.1,8368,uc001jom.1,BX647943,Q8IX12,CCAR1_HUMAN,CCAR1,NM_018237,NP_060707,"Homo sapiens cell division cycle and apoptosis regulator 1 (CCAR1), mRNA.",,
167,uc009wwj.1,['G196.1'],['G287.1' 'G287.2'],uc009wwj.1,chr1,-,173833970,173834041,173833970,173833970,1,"173833970,","173834041,",uc009wwj.1,,6931,uc009wwj.1,NR_003940,,,SNORD80,NR_003940,,"Homo sapiens small nucleolar RNA, C/D box 80 (SNORD80), small nucleolar RNA.",,
168,uc002gki.4,['G1064.1'],,uc002gki.4,chr17,-,8076296,8079714,8077520,8079604,5,"8076296,8077858,8079074,8079276,8079517,","8077590,8077934,8079193,8079344,8079714,",Q6UX40-3,uc002gki.4,32339,uc002gki.4,CU687070,Q6UX40-3,Q6UX40-3,TMEM107,NM_183065,NP_898888,"Homo sapiens transmembrane protein 107 (TMEM107), transcript variant 1, mRNA.",,
169,uc003vfq.2,['G2202.1'],,uc003vfq.2,chr7,-,110303105,111202347,110303657,111161503,6,"110303105,110526648,110603555,111127293,111161368,111201906,","110303777,110526751,110603621,111127397,111161505,111202347,",Q96T52,uc003vfq.2,71371,uc003vfq.2,NM_032549,Q96T52,IMP2L_HUMAN,IMMP2L,NM_032549,NP_115938,"Homo sapiens IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) (IMMP2L), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
170,uc021udv.1,['G1099.1'],['G1277.1'],uc021udv.1,chr17,+,75084724,75202482,75139678,75202482,13,"75084724,75085234,75138727,75139648,75186884,75187262,75189502,75190758,75192283,75196565,75199651,75201357,75202310,","75085031,75085353,75138832,75139741,75187034,75187394,75189631,75190993,75192393,75196755,75199740,75201428,75202482,",Q92503,uc021udv.1,31726,uc021udv.1,FM995497,Q92503,S14L1_HUMAN,SEC14L1,NM_003003,NP_002994,"Homo sapiens SEC14-like 1 (S. cerevisiae) (SEC14L1), transcript variant 6, mRNA.",,
171,uc001gjn.1,['G199.1'],['G290.1' 'G290.2'],uc001gjn.1,chr1,-,173835105,173835166,173835105,173835105,1,"173835105,","173835166,",uc001gjn.1,,6936,uc001gjn.1,NR_002750,,,SNORD44,NR_002750,,"Homo sapiens small nucleolar RNA, C/D box 44 (SNORD44), small nuclear RNA.",,
172,uc010pvz.1,['G94.1'],,uc010pvz.1,chr1,+,230202955,230410310,230202955,230202955,13,"230202955,230338882,230371759,230372098,230372405,230379051,230381808,230384929,230390963,230398318,230398667,230400986,230410190,","230203153,230339036,230371858,230372166,230372471,230379173,230381896,230385017,230391090,230398411,230398751,230401113,230410310,",uc010pvz.1,,3750,uc010pvz.1,AK304029,,,GALNT2,,,"Homo sapiens UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2) (GALNT2), mRNA.",,
173,uc003yvn.3,['G2360.1'],,uc003yvn.3,chr8,-,141541263,141645646,141542142,141645605,19,"141541263,141542514,141545566,141549418,141551262,141554311,141557566,141559212,141561401,141565994,141566265,141567187,141568583,141569493,141570472,141572551,141582910,141595217,141645583,","141542251,141542714,141545668,141549553,141551457,141554402,141557726,141559397,141561535,141566117,141566385,141567335,141568671,141569628,141570609,141572733,141583031,141595410,141645646,",Q9UKV8,uc003yvn.3,74176,uc003yvn.3,NM_012154,Q9UKV8,AGO2_HUMAN,AGO2,NM_012154,NP_036286,"Homo sapiens argonaute RISC catalytic component 2 (AGO2), transcript variant 1, mRNA.",,
174,uc009wbu.1,['G39.1' 'G39.2'],,uc009wbu.1,chr1,+,76253573,76253657,76253573,76253573,1,"76253573,","76253657,",uc009wbu.1,,1594,uc009wbu.1,NR_002749,,,SNORD45A,NR_002749,,"Homo sapiens small nucleolar RNA, C/D box 45A (SNORD45A), small nuclear RNA.",,
175,uc010ljr.2,['G2202.1'],,uc010ljr.2,chr7,-,110303105,111202573,110303657,111161503,7,"110303105,110526648,110603555,111127293,111161368,111201906,111202519,","110303777,110526751,110603621,111127397,111161505,111201979,111202573,",Q96T52,uc010ljr.2,71370,uc010ljr.2,NM_001244606,Q96T52,IMP2L_HUMAN,IMMP2L,NM_001244606,NP_115938,"Homo sapiens IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) (IMMP2L), transcript variant 2, mRNA.",,
176,uc021szy.1,['G966.1'],['G1097.1'],uc021szy.1,chr16,-,686735,686806,686735,686735,1,"686735,","686806,",uc021szy.1,,81237,uc021szy.1,,,,TRNA_Gly,,,transfer RNA Gly (anticodon CCC),,chr16.tRNA34-GlyCCC
177,uc003ldf.3,['G1928.1'],['G2254.1'],uc003ldf.3,chr5,-,137890570,137911318,137891725,137911007,17,"137890570,137892140,137892462,137893090,137893557,137894241,137895552,137897268,137902314,137902689,137903143,137903337,137904613,137906648,137909451,137909756,137910926,","137891803,137892281,137892555,137893185,137893675,137894346,137895780,137897478,137902407,137902852,137903250,137903411,137904738,137906830,137909539,137909815,137911318,",P38646,uc003ldf.3,59620,uc003ldf.3,NM_004134,P38646,GRP75_HUMAN,HSPA9,NM_004134,NP_004125,"Homo sapiens heat shock 70kDa protein 9 (mortalin) (HSPA9), nuclear gene encoding mitochondrial protein, mRNA.",,
178,uc001gjl.2,['G195.1'],['G286.1'],uc001gjl.2,chr1,-,173833506,173833583,173833506,173833506,1,"173833506,","173833583,",uc001gjl.2,,6929,uc001gjl.2,NR_002746,,,SNORD47,NR_002746,,"Homo sapiens small nucleolar RNA, C/D box 47 (SNORD47), small nuclear RNA.",,
179,uc002pny.4,['G1183.1'],['G1387.1' 'G1388.1' 'G1389.1'],uc002pny.4,chr19,+,49990810,49995564,49990886,49995072,8,"49990810,49993106,49993488,49993731,49994035,49994296,49994681,49994985,","49990901,49993179,49993554,49993833,49994121,49994356,49994804,49995564,",P40429,uc002pny.4,37231,uc002pny.4,NR_026712,P40429,RL13A_HUMAN,RPL13A,NM_001270491,NP_001257420,"Homo sapiens ribosomal protein L13a (RPL13A), transcript variant 1, mRNA.",,
180,uc003fiw.4,['G1705.1'],,uc003fiw.4,chr3,-,176738541,176914266,176743285,176782765,16,"176738541,176744160,176750758,176751985,176755885,176756100,176763916,176765087,176765273,176767784,176768265,176769291,176771560,176782707,176816253,176914127,","176743312,176744262,176750924,176752113,176755960,176756222,176763977,176765185,176765337,176767926,176768398,176769514,176771706,176782810,176816329,176914266,",Q9BZK7,uc003fiw.4,53837,uc003fiw.4,BX648935,Q9BZK7,TBL1R_HUMAN,TBL1XR1,NM_024665,NP_078941,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
181,uc002gkj.4,['G1064.1'],,uc002gkj.4,chr17,-,8076296,8079714,8076296,8076296,2,"8076296,8079517,","8077590,8079714,",uc002gkj.4,,32341,uc002gkj.4,AK315666,,,TMEM107,,,"Homo sapiens transmembrane protein 107 (TMEM107), transcript variant 2, mRNA.",,
182,uc003jdx.1,['G1808.1'],,uc003jdx.1,chr5,+,6714717,6757161,6737656,6755058,13,"6714717,6737622,6738795,6739844,6742602,6743824,6746326,6748576,6749669,6750443,6751151,6752985,6754863,","6714812,6737746,6738842,6739965,6742710,6743953,6746540,6748703,6749770,6750616,6751310,6753150,6757161,",Q5XG87,uc003jdx.1,57022,uc003jdx.1,NM_006999,Q5XG87,PAPD7_HUMAN,PAPD7,NM_006999,NP_001165277,"Homo sapiens PAP associated domain containing 7 (PAPD7), transcript variant 1, mRNA.",,
183,uc010ftq.1,['G1328.1'],['G1545.1'],uc010ftq.1,chr2,+,203156039,203156151,203156039,203156039,1,"203156039,","203156151,",uc010ftq.1,,42155,uc010ftq.1,NR_003694,,,SNORD11B,NR_003694,,"Homo sapiens small nucleolar RNA, C/D box 11B (SNORD11B), small nucleolar RNA.",,
184,uc009ywe.3,['G547.1'],['G628.1' 'G629.1'],uc009ywe.3,chr11,-,93463680,93465665,93463680,93463680,1,"93463680,","93465665,",uc009ywe.3,,14949,uc009ywe.3,NR_002920,,,SNORA8,NR_002920,,"Homo sapiens small nucleolar RNA, H/ACA box 8 (SNORA8), small nucleolar RNA.",,
185,uc010hyu.1,['G1649.1'],['G1916.1'],uc010hyu.1,chr3,+,186502584,186502654,186502584,186502584,1,"186502584,","186502654,",uc010hyu.1,,51911,uc010hyu.1,NR_002587,,,SNORD2,NR_002587,,"Homo sapiens small nucleolar RNA, C/D box 2 (SNORD2), small nucleolar RNA.",,
186,uc010acm.3,['G768.1'],['G856.1'],uc010acm.3,chr13,-,46916136,46961635,46917519,46946205,14,"46916136,46918875,46919581,46923420,46924247,46930566,46933620,46935575,46936672,46937249,46942176,46942867,46946075,46961268,","46917632,46918966,46919735,46923482,46924486,46930631,46933766,46935708,46936733,46937348,46942384,46942950,46946345,46961635,",Q9H714,uc010acm.3,20269,uc010acm.3,AK293034,Q9H714,K226L_HUMAN,KIAA0226L,NM_025113,NP_079389,"Homo sapiens KIAA0226-like (KIAA0226L), mRNA.",,
187,uc003lds.3,['G1854.1'],['G2157.1'],uc003lds.3,chr5,+,138609440,138644016,138643104,138644016,6,"138609440,138611809,138614015,138614739,138615623,138642927,","138609850,138611839,138614097,138614818,138615747,138644016,",D6R991,uc003lds.3,58000,uc003lds.3,AJ224166,D6R991,D6R991_HUMAN,MATR3,NM_199189,NP_954659,"Homo sapiens matrin 3 (MATR3), transcript variant 1, mRNA.",,
188,uc001bys.3,['G133.1'],,uc001bys.3,chr1,-,35649200,35658743,35650056,35658650,10,"35649200,35652601,35652803,35653573,35654603,35654786,35656098,35656294,35656941,35657822,","35650194,35652723,35652852,35653691,35654688,35654983,35656194,35656596,35657130,35658743,",P23246,uc001bys.3,4853,uc001bys.3,NM_005066,P23246,SFPQ_HUMAN,SFPQ,NM_005066,NP_005057,"Homo sapiens splicing factor proline/glutamine-rich (SFPQ), mRNA.",,
189,uc010tif.2,['G751.1' 'G753.1'],,uc010tif.2,chr13,+,92050934,93519487,92051300,93518692,8,"92050934,92101014,92345440,92380785,92408548,92560190,92797082,93518534,","92051463,92101176,92346135,92380919,92408674,92560311,92797242,93519487,",P78333,uc010tif.2,19767,uc010tif.2,NM_004466,P78333,GPC5_HUMAN,GPC5,NM_004466,NP_004457,"Homo sapiens glypican 5 (GPC5), mRNA.",,
190,uc002ryg.3,['G1364.1'],,uc002ryg.3,chr2,-,55199326,55277734,55200291,55277436,7,"55199326,55200698,55200956,55201830,55209650,55214626,55276880,","55200334,55200757,55201003,55201900,55209789,55214834,55277734,",Q9NQC3-2,uc002ryg.3,43272,uc002ryg.3,NM_153828,Q9NQC3-2,Q9NQC3-2,RTN4,NM_153828,NP_722550,"Homo sapiens reticulon 4 (RTN4), transcript variant 2, mRNA.",,
191,uc003xyk.3,['G2293.1' 'G2294.1'],['G2679.1' 'G2680.1'],uc003xyk.3,chr8,-,70584567,70745625,70585521,70744908,8,"70584567,70591612,70594418,70617265,70650274,70667658,70673977,70744001,","70585561,70591854,70594578,70617464,70650439,70667876,70674110,70745625,",G3V1C0,uc003xyk.3,73645,uc003xyk.3,NM_001146008,G3V1C0,G3V1C0_HUMAN,SLCO5A1,NM_001146008,NP_001139480,"Homo sapiens solute carrier organic anion transporter family, member 5A1 (SLCO5A1), transcript variant 2, mRNA.",,
192,uc021ujv.1,['G1141.1' 'G1142.1' 'G1142.2' 'G1143.1'],['G1327.1' 'G1328.1' 'G1328.2' 'G1329.1'],uc021ujv.1,chr18,-,47014850,47018834,47014888,47017941,8,"47014850,47015728,47016823,47017162,47017774,47017901,47018105,47018627,","47014936,47015920,47016922,47017297,47017815,47017954,47018203,47018834,",P18621,uc021ujv.1,35293,uc021ujv.1,NM_001199342,P18621,RL17_HUMAN,RPL17,NM_001199342,NP_001186274,"Homo sapiens ribosomal protein L17 (RPL17), transcript variant 5, mRNA.",,
193,uc002tzw.3,['G1425.1'],,uc002tzw.3,chr2,+,159313475,159537940,159389696,159537189,21,"159313475,159389691,159433782,159459581,159477501,159477742,159481389,159488264,159490581,159497138,159498997,159514642,159517844,159519408,159519783,159522924,159526231,159530188,159530394,159535092,159536940,","159313730,159389828,159433895,159459616,159477633,159477933,159481939,159488453,159490801,159497271,159499211,159514826,159517962,159519600,159519957,159523075,159526427,159530273,159530512,159535166,159537940,",Q99569-2,uc002tzw.3,41680,uc002tzw.3,NM_001005476,Q99569-2,Q99569-2,PKP4,NM_001005476,NP_001005476,"Homo sapiens plakophilin 4 (PKP4), transcript variant 2, mRNA.",,
194,uc001bzf.2,['G135.1'],,uc001bzf.2,chr1,-,36065142,36107445,36068867,36107033,6,"36065142,36070833,36074846,36096874,36101910,36106942,","36068975,36070883,36075009,36096945,36102033,36107445,",P49721,uc001bzf.2,4860,uc001bzf.2,NM_002794,P49721,PSB2_HUMAN,PSMB2,NM_002794,NP_002785,"Homo sapiens proteasome (prosome, macropain) subunit, beta type, 2 (PSMB2), transcript variant 1, mRNA.",,
195,uc021pmg.1,['G104.1'],['G174.1'],uc021pmg.1,chr1,+,249168446,249168518,249168446,249168446,1,"249168446,","249168518,",uc021pmg.1,,81156,uc021pmg.1,,,,TRNA_Glu,,,transfer RNA Glu (anticodon CTC),,chr1.tRNA59-GluCTC
196,uc001cmi.3,['G31.1'],['G57.1' 'G59.1'],uc001cmi.3,chr1,+,45241245,45244412,45241268,45244357,6,"45241245,45241705,45242346,45243285,45243671,45244247,","45241272,45241812,45242446,45243461,45243801,45244412,",P62241,uc001cmi.3,1189,uc001cmi.3,NM_001012,P62241,RS8_HUMAN,RPS8,NM_001012,NP_001003,"Homo sapiens ribosomal protein S8 (RPS8), mRNA.",,
197,uc001doa.4,['G168.1' 'G168.2' 'G168.3'],['G235.1' 'G235.2' 'G235.3' 'G235.4' 'G235.5'],uc001doa.4,chr1,-,91726322,91870426,91726846,91866639,39,"91726322,91727797,91728037,91731573,91733301,91739268,91740286,91742184,91742538,91778905,91779513,91781371,91781657,91781947,91784634,91784849,91788506,91788649,91790231,91808986,91812985,91816294,91817105,91818062,91818607,91818812,91840914,91841083,91843581,91843959,91844619,91845660,91846468,91850743,91851131,91859649,91861849,91866568,91870354,","91726916,91727949,91728149,91731664,91733412,91739372,91740366,91742300,91742619,91779052,91779617,91781529,91781741,91782033,91784766,91784947,91788554,91788756,91790323,91809067,91813033,91816428,91817200,91818208,91818709,91818856,91841003,91841284,91843740,91844037,91844771,91845793,91846539,91850791,91851391,91859959,91861962,91866666,91870426,",A2PYH4,uc001doa.4,5550,uc001doa.4,NM_001017975,A2PYH4,HFM1_HUMAN,HFM1,NM_001017975,NP_001017975,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
198,uc010ohz.2,['G135.1'],,uc010ohz.2,chr1,-,36065142,36107152,36068867,36107033,6,"36065142,36070833,36074846,36096874,36101910,36107017,","36068975,36070883,36075009,36096945,36102033,36107152,",B7Z478,uc010ohz.2,4859,uc010ohz.2,NM_001199779,B7Z478,B7Z478_HUMAN,PSMB2,NM_001199779,NP_001186708,"Homo sapiens proteasome (prosome, macropain) subunit, beta type, 2 (PSMB2), transcript variant 2, mRNA.",,
199,uc002nvg.2,['G1170.1'],,uc002nvg.2,chr19,+,34856031,34893318,34856171,34890941,18,"34856031,34857249,34857687,34859487,34868407,34868639,34869838,34870422,34872370,34884152,34884632,34884818,34887205,34887485,34890111,34890460,34890623,34890805,","34856293,34857340,34857756,34859607,34868491,34868786,34869910,34870467,34872424,34884213,34884676,34884971,34887335,34887562,34890240,34890536,34890690,34893318,",P06744,uc002nvg.2,36484,uc002nvg.2,NM_000175,P06744,G6PI_HUMAN,GPI,NM_000175,NP_000166,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 2, mRNA.",,
200,uc001bzd.2,['G135.1'],,uc001bzd.2,chr1,-,36035412,36107445,36042937,36107033,7,"36035412,36042922,36070833,36074846,36096874,36101910,36106942,","36040299,36043093,36070883,36075009,36096945,36102033,36107445,",Q59FJ0,uc001bzd.2,4862,uc001bzd.2,AB209470,Q59FJ0,Q59FJ0_HUMAN,PSMB2,NM_002794,NP_002785,"Homo sapiens proteasome (prosome, macropain) subunit, beta type, 2 (PSMB2), transcript variant 1, mRNA.",,
201,uc002xuo.3,['G1487.1' 'G1488.1' 'G1489.1'],['G1707.1' 'G1708.1' 'G1709.1'],uc002xuo.3,chr20,+,47895178,47905795,47895178,47895178,4,"47895178,47895640,47897021,47905581,","47895275,47895745,47897107,47905795,",uc002xuo.3,,45891,uc002xuo.3,NR_036659,,,ZFAS1,NR_036659,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 5, non-coding RNA.",,
202,uc002tzt.1,['G1425.1'],,uc002tzt.1,chr2,+,159313475,159519600,159477774,159519600,13,"159313475,159389691,159459581,159477501,159477742,159481389,159488264,159490581,159497138,159498997,159514642,159517844,159519408,","159313730,159389828,159459616,159477633,159477933,159481939,159488453,159490801,159497271,159499211,159514826,159517962,159519600,",Q99569,uc002tzt.1,41684,uc002tzt.1,BC041163,Q99569,PKP4_HUMAN,PKP4,,,"Homo sapiens plakophilin 4 (PKP4), transcript variant 2, mRNA.",,
203,uc001pak.2,['G488.1'],['G546.1'],uc001pak.2,chr11,-,83166055,85338314,83170860,85309740,28,"83166055,83173044,83177750,83180243,83182668,83183769,83195171,83243750,83252724,83344253,83497732,83544656,83585462,83641370,83673927,83676366,83691548,83770357,83809965,83874503,83962280,84245612,84822704,84865599,84996263,85309700,85337630,85338261,","83170967,83173136,83177860,83180416,83182770,83183820,83195271,83243826,83252901,83344368,83497835,83544813,83585531,83641526,83674066,83676511,83691685,83770527,83810090,83874554,83962334,84245774,84822779,84865695,84996409,85309832,85337797,85338314,",Q15700-2,uc001pak.2,14864,uc001pak.2,NM_001142699,Q15700-2,Q15700-2,DLG2,NM_001142699,NP_001136171,"Homo sapiens discs, large homolog 2 (Drosophila) (DLG2), transcript variant 1, mRNA.",,
204,uc001vbe.4,['G768.1'],['G856.1'],uc001vbe.4,chr13,-,46916136,46961635,46917446,46946610,13,"46916136,46918875,46923420,46924247,46930566,46933620,46935575,46936672,46937249,46942176,46942867,46946075,46961268,","46917632,46918966,46923482,46924486,46930631,46933766,46935708,46936733,46937348,46942384,46942950,46946732,46961635,",Q9H714-4,uc001vbe.4,20271,uc001vbe.4,AK025215,Q9H714-4,Q9H714-4,KIAA0226L,,,"Homo sapiens KIAA0226-like (KIAA0226L), mRNA.",,
205,uc010ifn.3,['G1725.1'],,uc010ifn.3,chr4,+,39699663,39784410,39699663,39699663,6,"39699663,39747371,39757276,39776453,39779301,39779979,","39700010,39747430,39757359,39776553,39779430,39784410,",uc010ifn.3,,54538,uc010ifn.3,AK307130,,,UBE2K,,,"Homo sapiens ubiquitin-conjugating enzyme E2K (UBE2K), transcript variant 1, mRNA.",,
206,uc003pld.4,['G2045.1'],['G2420.1'],uc003pld.4,chr6,-,86386724,86388451,86386724,86386724,6,"86386724,86387141,86387512,86387671,86387853,86388411,","86386909,86387210,86387593,86387750,86387906,86388451,",uc003pld.4,,63469,uc003pld.4,NR_003038,,,SNHG5,NR_003038,,"Homo sapiens small nucleolar RNA host gene 5 (non-protein coding) (SNHG5), non-coding RNA.",,
207,uc021ujz.1,['G1141.1' 'G1142.1' 'G1142.2' 'G1143.1'],['G1327.1' 'G1328.1' 'G1328.2' 'G1329.1'],uc021ujz.1,chr18,-,47014850,47018935,47014888,47017941,8,"47014850,47015728,47016823,47017162,47017774,47017901,47018105,47018827,","47014936,47015920,47016922,47017297,47017815,47017954,47018203,47018935,",P18621,uc021ujz.1,35292,uc021ujz.1,NM_001199340,P18621,RL17_HUMAN,RPL17,NM_001199340,NP_001186274,"Homo sapiens ribosomal protein L17 (RPL17), transcript variant 3, mRNA.",,
208,uc021why.1,['G1530.1'],,uc021why.1,chr21,+,26946291,26946356,26946291,26946291,1,"26946291,","26946356,",uc021why.1,,47181,uc021why.1,NR_030784,,,MIR155,NR_030784,,"Homo sapiens microRNA 155 (MIR155), microRNA.",,
