,transcript,IonXpress_SFPQ_N,IonXpress_NONO_N,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
722,uc003okg.1,['G2325.1'],,uc003okg.1,chr6,+,35182189,35218609,35182195,35216482,22,"35182189,35195356,35196390,35199501,35200629,35200961,35205678,35207528,35208150,35208917,35209319,35209582,35209980,35210398,35210797,35211370,35211739,35212426,35213004,35213720,35213982,35216332,","35182280,35195479,35196516,35199636,35200752,35201078,35205795,35207651,35208267,35209043,35209436,35209687,35210097,35210557,35211013,35211532,35211907,35212588,35213202,35213873,35214062,35218609,",Q8IX30,uc003okg.1,61049,uc003okg.1,EU832439,Q8IX30,SCUB3_HUMAN,SCUBE3,NM_152753,NP_689966,"Homo sapiens signal peptide, CUB domain, EGF-like 3 (SCUBE3), mRNA.",,
723,uc010iwu.1,['G2126.1'],,uc010iwu.1,chr5,+,64920557,64926532,64925414,64926167,2,"64920557,64925294,","64920933,64926532,",Q6ZNX1,uc010iwu.1,57306,uc010iwu.1,NR_003545,Q6ZNX1,Q6ZNX1_HUMAN,TRAPPC13,NR_003545,,"Homo sapiens trafficking protein particle complex 13 (TRAPPC13), transcript variant 4, non-coding RNA.",,
724,uc002orc.1,['G1451.1'],['G1235.1'],uc002orc.1,chr19,+,42055885,42092224,42055885,42055885,7,"42055885,42071035,42083551,42085622,42090699,42091795,42092192,","42055920,42071410,42083911,42085981,42090796,42091848,42092224,",uc002orc.1,,36873,uc002orc.1,AK023602,,,CEACAM21,,,"Homo sapiens carcinoembryonic antigen-related cell adhesion molecule 21 (CEACAM21), transcript variant 1, mRNA.",,
725,uc022ahx.1,['G2510.1'],['G2119.1'],uc022ahx.1,chr7,+,98479272,98479352,98479272,98479272,1,"98479272,","98479352,",uc022ahx.1,,69117,uc022ahx.1,NR_037403,,,MIR3609,NR_037403,,"Homo sapiens microRNA 3609 (MIR3609), microRNA.",,
726,uc001fep.4,['G113.1'],,uc001fep.4,chr1,+,154193324,154243329,154197599,154242771,27,"154193324,154197559,154199757,154201090,154207066,154207671,154209041,154209499,154213988,154215692,154218679,154221714,154223516,154223956,154226375,154227311,154227627,154228158,154229538,154229821,154231452,154232423,154233367,154234067,154238976,154241232,154242675,","154193451,154197689,154199835,154201201,154207235,154207767,154209087,154209612,154214041,154215778,154218851,154221913,154223794,154224129,154226565,154227366,154227802,154228231,154229734,154229910,154231506,154232505,154233585,154234173,154239044,154241430,154243329,",Q14157,uc001fep.4,2489,uc001fep.4,NM_014847,Q14157,UBP2L_HUMAN,UBAP2L,NM_014847,NP_055662,"Homo sapiens ubiquitin associated protein 2-like (UBAP2L), transcript variant 1, mRNA.",,
727,uc011cdn.2,['G2075.1'],,uc011cdn.2,chr4,+,89513573,89629693,89571118,89628111,25,"89513573,89516707,89570990,89573162,89574019,89575192,89576324,89577025,89579565,89583581,89585303,89588527,89589042,89591010,89591289,89597368,89597484,89599114,89601243,89602309,89607886,89608367,89625248,89625658,89627902,","89513725,89516765,89571150,89573239,89574241,89575284,89576455,89577186,89579642,89583706,89585363,89588639,89589232,89591174,89591403,89597392,89597574,89599285,89601387,89602476,89607953,89608450,89625432,89625761,89629693,",NP_001258531,uc011cdn.2,54965,uc011cdn.2,NM_001271602,Q15034,HERC3_HUMAN,HERC3,NM_001271602,NP_001258531,"Homo sapiens HECT and RLD domain containing E3 ubiquitin protein ligase 3 (HERC3), transcript variant 2, mRNA.",,
728,uc002ybs.3,['G1756.1'],,uc002ybs.3,chr20,-,60549853,60640866,60551223,60640866,15,"60549853,60572605,60573191,60574038,60575179,60575607,60578215,60578786,60581565,60582602,60584107,60585101,60587870,60589602,60639506,","60551391,60572725,60573248,60574164,60575310,60575777,60578330,60578934,60581814,60582692,60584230,60585221,60587990,60589763,60640866,",O00268,uc002ybs.3,47024,uc002ybs.3,NM_003185,O00268,TAF4_HUMAN,TAF4,NM_003185,NP_003176,"Homo sapiens TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa (TAF4), mRNA.",,
729,uc004eql.3,['G2966.1'],['G2581.1'],uc004eql.3,chrX,-,117031775,117107701,117032870,117106791,7,"117031775,117035795,117043263,117053483,117054200,117079396,117106693,","117033358,117035909,117044059,117053680,117054333,117079538,117107701,",Q9P2N7,uc004eql.3,80120,uc004eql.3,NM_033495,Q9P2N7,KLH13_HUMAN,KLHL13,NM_033495,NP_277030,"Homo sapiens kelch-like family member 13 (KLHL13), transcript variant 1, mRNA.",,
730,uc003csm.4,['G1857.1'],,uc003csm.4,chr3,+,48282595,48329115,48282661,48327803,4,"48282595,48289114,48302302,48327735,","48282704,48289167,48302429,48329115,",C9J1J1,uc003csm.4,50590,uc003csm.4,BC028160,C9J1J1,C9J1J1_HUMAN,ZNF589,,,"Homo sapiens zinc finger protein 589 (ZNF589), mRNA.",,
731,uc002crj.1,['G1043.1' 'G1044.1' 'G1045.1'],,uc002crj.1,chr16,+,2802329,2818262,2807518,2818260,10,"2802329,2807472,2807781,2808470,2808985,2809140,2809352,2809569,2810301,2811561,","2802847,2807580,2807946,2808548,2809048,2809173,2809403,2809662,2810500,2818262,",Q9UQ35,uc002crj.1,26907,uc002crj.1,BC041155,Q9UQ35,SRRM2_HUMAN,SRRM2,NM_016333,NP_057417,"Homo sapiens serine/arginine repetitive matrix 2 (SRRM2), mRNA.",,
732,uc011mto.2,['G2966.1'],['G2581.1'],uc011mto.2,chrX,-,117031775,117107760,117032870,117107352,7,"117031775,117035795,117043263,117053483,117054200,117079396,117107272,","117033358,117035909,117044059,117053680,117054333,117079538,117107760,",Q9P2N7-4,uc011mto.2,80119,uc011mto.2,NM_001168300,Q9P2N7-4,Q9P2N7-4,KLHL13,NM_001168300,NP_001161772,"Homo sapiens kelch-like family member 13 (KLHL13), transcript variant 3, mRNA.",,
733,uc002uzb.3,['G1543.1' 'G1544.1' 'G1545.1' 'G1545.2' 'G1545.3'],['G1327.1' 'G1328.1' 'G1329.1'],uc002uzb.3,chr2,+,203130514,203168384,203130664,203168159,15,"203130514,203139835,203142672,203147073,203149067,203152382,203155045,203155847,203157499,203160396,203162101,203162567,203164956,203167643,203168108,","203130709,203139912,203142725,203147195,203149204,203152447,203155180,203155993,203157626,203160560,203162236,203162629,203165090,203167780,203168384,",Q9Y2X3,uc002uzb.3,42152,uc002uzb.3,NM_015934,Q9Y2X3,NOP58_HUMAN,NOP58,NM_015934,NP_057018,"Homo sapiens NOP58 ribonucleoprotein (NOP58), mRNA.",,
734,uc001iil.4,['G386.1'],,uc001iil.4,chr10,-,5807185,5855512,5807968,5855221,11,"5807185,5808203,5808456,5810175,5815804,5827104,5827814,5836847,5838725,5842560,5855176,","5808115,5808258,5808601,5810347,5815904,5827236,5828013,5836982,5838825,5842668,5855512,",P50395,uc001iil.4,9436,uc001iil.4,NM_001494,P50395,GDIB_HUMAN,GDI2,NM_001494,NP_001485,"Homo sapiens GDP dissociation inhibitor 2 (GDI2), transcript variant 1, mRNA.",,
735,uc021yjp.1,['G2177.1'],,uc021yjp.1,chr5,+,180524069,180524142,180524069,180524069,1,"180524069,","180524142,",uc021yjp.1,,81382,uc021yjp.1,,,,TRNA_Val,,,transfer RNA Val (anticodon CAC),,chr5.tRNA2-ValCAC
736,uc001tac.3,['G781.1' 'G781.2'],['G702.1'],uc001tac.3,chr12,+,85430098,85638883,85431954,85638719,27,"85430098,85431930,85434267,85438495,85439797,85441024,85445954,85449324,85459039,85460525,85466684,85492132,85492644,85497781,85500299,85515474,85517847,85521609,85531627,85546057,85546801,85547440,85547789,85554390,85623294,85626473,85638566,","85430185,85432086,85434379,85438587,85439915,85441248,85446029,85450962,85459192,85460676,85466876,85492326,85492772,85497855,85500393,85515654,85518297,85521811,85531747,85546147,85546923,85547536,85547872,85554492,85623427,85626534,85638883,",Q96JM4,uc001tac.3,16793,uc001tac.3,NM_001079910,Q96JM4,LRIQ1_HUMAN,LRRIQ1,NM_001079910,NP_001073379,"Homo sapiens leucine-rich repeats and IQ motif containing 1 (LRRIQ1), mRNA.",,
737,uc009voy.1,['G33.1' 'G33.2' 'G34.1' 'G35.1' 'G35.2' 'G36.1' 'G36.2' 'G36.3'],['G9.1' 'G9.2' 'G10.1' 'G12.1' 'G13.1' 'G14.1' 'G14.2'],uc009voy.1,chr1,+,17066767,17267729,17257024,17267486,9,"17066767,17256780,17256923,17263131,17264135,17264894,17265403,17266388,17267266,","17066892,17256842,17257089,17263368,17264232,17264978,17265637,17266588,17267729,",uc009voy.1,,471,uc009voy.1,AK026910,,,CROCC,,,"Homo sapiens ciliary rootlet coiled-coil, rootletin (CROCC), mRNA.",,
738,uc001pak.2,['G546.1' 'G546.2' 'G546.3'],['G488.1' 'G488.2' 'G488.3' 'G488.4'],uc001pak.2,chr11,-,83166055,85338314,83170860,85309740,28,"83166055,83173044,83177750,83180243,83182668,83183769,83195171,83243750,83252724,83344253,83497732,83544656,83585462,83641370,83673927,83676366,83691548,83770357,83809965,83874503,83962280,84245612,84822704,84865599,84996263,85309700,85337630,85338261,","83170967,83173136,83177860,83180416,83182770,83183820,83195271,83243826,83252901,83344368,83497835,83544813,83585531,83641526,83674066,83676511,83691685,83770527,83810090,83874554,83962334,84245774,84822779,84865695,84996409,85309832,85337797,85338314,",Q15700-2,uc001pak.2,14864,uc001pak.2,NM_001142699,Q15700-2,Q15700-2,DLG2,NM_001142699,NP_001136171,"Homo sapiens discs, large homolog 2 (Drosophila) (DLG2), transcript variant 1, mRNA.",,
739,uc003dmn.3,['G1946.1'],,uc003dmn.3,chr3,-,65339905,66024509,65342052,66023983,23,"65339905,65346873,65349139,65350339,65350527,65361419,65364935,65367551,65369206,65376816,65387113,65415194,65416373,65422829,65425553,65428466,65433696,65438932,65455957,65464266,65479186,65607646,66023670,","65342807,65347012,65349283,65350400,65350621,65361620,65365229,65367744,65369298,65377033,65387145,65415815,65416556,65422922,65425687,65428524,65433732,65439015,65456159,65464473,65479306,65607763,66024509,",Q96QZ7-2,uc003dmn.3,52968,uc003dmn.3,NM_001033057,Q96QZ7-2,Q96QZ7-2,MAGI1,NM_001033057,NP_001028229,"Homo sapiens membrane associated guanylate kinase, WW and PDZ domain containing 1 (MAGI1), transcript variant 3, mRNA.",,
740,uc002rmo.2,['G1481.1'],,uc002rmo.2,chr2,+,29117532,29171080,29117564,29169645,18,"29117532,29124852,29129325,29135455,29136934,29140758,29145784,29147847,29149333,29150434,29152444,29158386,29159787,29160796,29164326,29165177,29169315,29169465,","29117789,29124990,29129447,29135576,29137074,29140861,29145849,29148019,29149420,29150566,29152576,29158473,29159819,29160860,29164440,29165247,29169365,29171080,",Q15061,uc002rmo.2,40491,uc002rmo.2,NM_015131,Q15061,WDR43_HUMAN,WDR43,NM_015131,NP_055946,"Homo sapiens WD repeat domain 43 (WDR43), mRNA.",,
741,uc004eqn.3,['G2967.1'],,uc004eqn.3,chrX,+,117480035,117583923,117480466,117582950,20,"117480035,117512381,117521302,117526594,117528017,117529211,117530932,117532349,117538300,117540837,117543451,117544857,117566743,117570664,117575330,117576206,117576527,117577522,117578322,117582855,","117480543,117512415,117521377,117527234,117528148,117529307,117531069,117532433,117538407,117540989,117543590,117544922,117566857,117570787,117575522,117576308,117576643,117577650,117578457,117583923,",Q5JSH3,uc004eqn.3,78715,uc004eqn.3,NM_019045,Q5JSH3,WDR44_HUMAN,WDR44,NM_019045,NP_061918,"Homo sapiens WD repeat domain 44 (WDR44), transcript variant 1, mRNA.",,
742,uc001fer.3,['G113.1'],,uc001fer.3,chr1,+,154229538,154243329,154229880,154242771,10,"154229538,154229821,154231452,154232423,154233367,154234067,154238976,154241232,154241837,154242675,","154229734,154229910,154231506,154232505,154233585,154234173,154239044,154241430,154241888,154243329,",Q5VU85,uc001fer.3,2495,uc001fer.3,AJ243669,Q5VU85,Q5VU85_HUMAN,UBAP2L,NM_014847,NP_055662,"Homo sapiens ubiquitin associated protein 2-like (UBAP2L), transcript variant 1, mRNA.",,
743,uc003axn.1,['G1832.1' 'G1832.2'],['G1599.1'],uc003axn.1,chr22,-,39715056,39715118,39715056,39715056,1,"39715056,","39715118,",uc003axn.1,,49657,uc003axn.1,NR_002439,,,SNORD43,NR_002439,,"Homo sapiens small nucleolar RNA, C/D box 43 (SNORD43), small nuclear RNA.",,
744,uc010yza.2,['G1520.1'],['G1299.1'],uc010yza.2,chr2,-,122095351,122407052,122098436,122363471,38,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122144697,122145338,122154715,122155897,122159084,122161946,122165046,122166599,122168441,122182714,122184979,122187648,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122144804,122145482,122154859,122155976,122159248,122162010,122165291,122166623,122168545,122182882,122185006,122187753,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,122407052,",Q7Z460-2,uc010yza.2,43952,uc010yza.2,NM_001142274,Q7Z460-2,Q7Z460-2,CLASP1,NM_001142274,NP_001135746,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 3, mRNA.",,
745,uc010vct.2,['G1109.1'],,uc010vct.2,chr16,-,28467695,29415809,28467744,29415028,8,"28467695,28469706,28469851,28473994,28474302,28478040,29409537,29415003,","28468347,28469742,28469912,28474190,28474402,28478223,29409623,29415809,",E7ERT9,uc010vct.2,29035,uc010vct.2,BC171825,E7ERT9,E7ERT9_HUMAN,NPIPL1,,,SubName: Full=Nuclear pore complex-interacting protein-like 1;,,
746,uc003tln.3,['G2483.1'],,uc003tln.3,chr7,+,44646120,44748669,44663942,44747598,23,"44646120,44663915,44684925,44687255,44706334,44713385,44714009,44714776,44715568,44721318,44733423,44734022,44735623,44736027,44736512,44736968,44737202,44737790,44739739,44741141,44746823,44747180,44747477,","44646252,44664164,44685117,44687358,44706450,44713540,44714156,44714867,44715748,44721447,44733603,44734175,44735726,44736156,44736663,44737096,44737381,44737862,44739868,44741214,44746987,44747335,44748669,",Q02218,uc003tln.3,68553,uc003tln.3,NM_002541,Q02218,ODO1_HUMAN,OGDH,NM_002541,NP_002532,"Homo sapiens oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide) (OGDH), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
747,uc001gjk.3,"['G285.1' 'G286.1' 'G286.2' 'G286.3' 'G287.1' 'G287.2' 'G288.1' 'G288.2'
 'G289.1' 'G289.2' 'G290.1' 'G290.2' 'G291.1' 'G292.1' 'G292.2' 'G293.1'
 'G294.1']","['G194.1' 'G195.1' 'G195.2' 'G196.1' 'G197.1' 'G197.2' 'G198.1' 'G198.2'
 'G199.1' 'G200.1' 'G200.2' 'G201.1' 'G201.2' 'G202.1' 'G202.2' 'G203.1']",uc001gjk.3,chr1,-,173833038,173837125,173833038,173833038,8,"173833038,173833394,173834608,173834994,173835314,173835665,173836128,173837097,","173833213,173834420,173834685,173835032,173835344,173835934,173836181,173837125,",uc001gjk.3,,6932,uc001gjk.3,BC038733,,,GAS5,,,"Homo sapiens growth arrest-specific 5 (non-protein coding) (GAS5), non-coding RNA.",,
748,uc002hcl.2,['G1179.1'],,uc002hcl.2,chr17,+,27049599,27049671,27049599,27049599,1,"27049599,","27049671,",uc002hcl.2,,30480,uc002hcl.2,NR_000010,,,SNORD4A,NR_000010,,"Homo sapiens small nucleolar RNA, C/D box 4A (SNORD4A), small nucleolar RNA.",,
749,uc003axh.3,['G1830.1' 'G1831.1' 'G1832.1' 'G1832.2'],['G1598.1' 'G1598.2' 'G1599.1'],uc003axh.3,chr22,-,39708886,39715670,39708944,39715602,10,"39708886,39709195,39709638,39710111,39710690,39711373,39712827,39713465,39714404,39715599,","39708989,39709315,39709734,39710213,39710851,39711530,39712846,39713634,39714597,39715670,",NP_001029025,uc003axh.3,49653,uc003axh.3,NM_001033853,P39023,RL3_HUMAN,RPL3,NM_001033853,NP_001029025,"Homo sapiens ribosomal protein L3 (RPL3), transcript variant 2, mRNA.",,
750,uc002hcj.1,['G1178.1'],['G1023.1'],uc002hcj.1,chr17,+,27047567,27047634,27047567,27047567,1,"27047567,","27047634,",uc002hcj.1,,30479,uc002hcj.1,NR_000013,,,SNORD42B,NR_000013,,"Homo sapiens small nucleolar RNA, C/D box 42B (SNORD42B), small nucleolar RNA.",,
751,uc001ony.4,['G530.1'],['G475.1' 'G476.1' 'G477.1' 'G478.1' 'G536.1'],uc001ony.4,chr11,+,68228185,68382801,68305132,68380585,23,"68228185,68286968,68305126,68312305,68315534,68318588,68321612,68326033,68331770,68334481,68337215,68338507,68341576,68343425,68355394,68358127,68359043,68363564,68367808,68369330,68370809,68377371,68380533,","68228295,68287119,68305359,68312492,68315672,68318654,68321725,68326147,68331900,68334634,68337365,68338572,68341692,68343511,68355492,68358182,68359174,68363686,68367962,68369437,68370960,68377491,68382801,",Q5H9R7-6,uc001ony.4,12376,uc001ony.4,NM_001164163,Q5H9R7-6,Q5H9R7-6,PPP6R3,NM_001164163,NP_001157635,"Homo sapiens protein phosphatase 6, regulatory subunit 3 (PPP6R3), transcript variant 2, mRNA.",,
752,uc003rjz.2,['G2320.1' 'G2320.2'],['G1971.1'],uc003rjz.2,chr6,+,31802692,31807541,31805105,31807440,3,"31802692,31805012,31807319,","31802977,31805212,31807541,",Q9UBA6,uc003rjz.2,60826,uc003rjz.2,AJ249732,Q9UBA6,G8_HUMAN,C6orf48,NM_001040438,NP_001035528,"Homo sapiens chromosome 6 open reading frame 48 (C6orf48), transcript variant 2, mRNA.",,
753,uc010dhc.3,['G1277.1'],['G1099.1'],uc010dhc.3,chr17,+,75137004,75213181,75139678,75212646,18,"75137004,75138727,75139648,75186884,75187262,75189502,75190758,75192283,75196565,75199651,75201357,75202310,75202809,75205423,75208031,75209395,75209999,75212630,","75137189,75138832,75139741,75187034,75187394,75189631,75190993,75192393,75196755,75199740,75201428,75202482,75202944,75205558,75208283,75209574,75210101,75213181,",NP_001191337,uc010dhc.3,31720,uc010dhc.3,NM_001039573,Q59HE8,Q59HE8_HUMAN,SEC14L1,NM_001039573,NP_001191337,"Homo sapiens SEC14-like 1 (S. cerevisiae) (SEC14L1), transcript variant 2, mRNA.",,
754,uc002hfe.3,['G1182.1'],,uc002hfe.3,chr17,+,28804425,28853832,28804451,28849396,9,"28804425,28808160,28811231,28811680,28817143,28819696,28837897,28846956,28849271,","28804482,28808281,28811319,28811788,28817235,28819771,28837927,28847039,28853832,",O95249,uc002hfe.3,30519,uc002hfe.3,NM_004871,O95249,GOSR1_HUMAN,GOSR1,NM_004871,NP_001007025,"Homo sapiens golgi SNAP receptor complex member 1 (GOSR1), transcript variant 1, mRNA.",,
755,uc011dmz.2,['G2401.1' 'G2401.2'],,uc011dmz.2,chr6,+,30882107,30894235,30882188,30893987,30,"30882107,30882581,30882932,30883131,30883522,30883757,30883928,30884654,30884881,30885471,30886603,30887534,30887865,30888109,30888444,30888841,30889006,30889365,30889701,30889892,30890226,30890482,30890674,30890880,30891129,30892130,30893050,30893320,30893656,30893885,","30882246,30882814,30883014,30883232,30883644,30883824,30884026,30884736,30885001,30885583,30886692,30887625,30887993,30888213,30888526,30888918,30889082,30889468,30889772,30890018,30890331,30890551,30890753,30891008,30891282,30892337,30893162,30893496,30893785,30894235,",F5GXJ0,uc011dmz.2,60712,uc011dmz.2,NM_001167734,F5GXJ0,F5GXJ0_HUMAN,VARS2,NM_001167734,NP_001161205,"Homo sapiens valyl-tRNA synthetase 2, mitochondrial (VARS2), transcript variant 1, mRNA.",,
756,uc004eea.3,['G2961.1'],,uc004eea.3,chrX,-,79924986,80065233,79932107,79989712,39,"79924986,79936839,79937495,79937963,79939508,79940960,79942361,79943567,79945266,79945465,79946551,79947321,79947587,79948438,79951406,79952237,79955455,79958978,79960176,79962925,79964926,79971655,79973071,79974987,79978060,79979246,79980431,79984250,79985414,79988954,79989616,79990625,79999530,80001067,80047352,80064037,80064511,80064744,80064939,","79932862,79936998,79937593,79938127,79939661,79941035,79942502,79943624,79945345,79945591,79946672,79947477,79947649,79948550,79951489,79952362,79955563,79959092,79960345,79963002,79965076,79971749,79973258,79975155,79978286,79979375,79980566,79984404,79985519,79988995,79989717,79990696,79999752,80001228,80047451,80064097,80064541,80064803,80065233,",Q6RI45,uc004eea.3,79877,uc004eea.3,AY497053,Q6RI45,BRWD3_HUMAN,BRWD3,,,"Homo sapiens bromodomain and WD repeat domain containing 3 (BRWD3), mRNA.",,
757,uc002sbj.3,['G1591.1'],['G1366.1' 'G1367.1' 'G1367.2'],uc002sbj.3,chr2,-,61705068,61765418,61705954,61761032,25,"61705068,61708319,61709514,61710091,61711071,61712902,61715299,61715722,61717776,61719169,61719459,61719701,61720049,61721028,61722589,61724013,61725807,61725999,61726847,61729130,61729383,61749745,61753554,61760906,61764696,","61706101,61708416,61709674,61710226,61711240,61713097,61715406,61715906,61717911,61719333,61719616,61719883,61720188,61721226,61722748,61724142,61725927,61726048,61727029,61729175,61729445,61749818,61753656,61761038,61765418,",O14980,uc002sbj.3,43333,uc002sbj.3,NM_003400,O14980,XPO1_HUMAN,XPO1,NM_003400,NP_003391,"Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1), mRNA.",,
758,uc002fbb.3,['G1126.1'],,uc002fbb.3,chr16,-,71762904,71842976,71766960,71841726,26,"71762904,71768511,71772844,71773136,71779046,71779375,71780490,71782153,71783796,71784112,71787735,71789921,71792710,71795414,71798252,71798548,71799391,71803525,71805058,71807123,71808370,71823181,71840588,71841703,71842407,71842665,","71767062,71768610,71773005,71773244,71779173,71779517,71780595,71782281,71783886,71784235,71787790,71790062,71792824,71795470,71798351,71798629,71799487,71803602,71805155,71807265,71808495,71823385,71840631,71842053,71842580,71842976,",B3KXW5,uc002fbb.3,29558,uc002fbb.3,AK128078,B3KXW5,B3KXW5_HUMAN,AP1G1,NM_001128,NP_001119,"Homo sapiens adaptor-related protein complex 1, gamma 1 subunit (AP1G1), transcript variant 2, mRNA.",,
