,Absolute Distance,Cluster,Dataset,FeatureSubtype,FeatureSubtypeIndex,FeatureType,FeatureTypeIndex,Relative Distance
29416,500.0,G1416.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.05314625850340136
31604,295.0,G1560.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,3.0,Splice Junction ,6.0,0.00898842169408897
23288,63.0,G1098.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.02453271028037383
90328,33616.0,G1563.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.22759647935003385
23818,2428.0,G1126.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.13304109589041097
44951,15219.0,G2365.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,5.0,Splice Junction ,10.0,0.04613831490104773
33547,89.0,G1684.2,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,18.0,0.015182531559194815
33482,74.0,G1684.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,17.0,0.012623677925622655
98844,247.0,G2119.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,4.0,0.0018329697077637769
9829,78.0,G290.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,13.0,0.019084903352091998
9865,107.0,G290.2,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,13.0,0.026180572547100562
95290,133.0,G1891.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.03360282971197574
15863,141.0,G627.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,4.0,0.012525539664208937
40134,13310.0,G2094.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,50.0,0.09783096044865529
15923,204.0,G629.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.036637931034482756
15955,162.0,G629.2,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.029094827586206896
15987,146.0,G629.3,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.02622126436781609
9393,810.0,G268.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.08816806356808533
23244,65.0,G1096.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,5.0,0.010529726227118095
102248,336.0,G2465.3,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.04047217537942664
102246,375.0,G2465.2,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.04516983859311009
36080,100229.0,G1883.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,12.0,0.15583448387377638
83482,37189.0,G1094.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.19626769966381855
65307,842.0,G208.1,IonXpress_NONO_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,2.0,Splice Junction ,14.0,0.08327564039165265
16807,50.0,G645.2,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,8.0,0.017271157167530225
10054,250.0,G294.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,22.0,0.061169562025935896
16745,87.0,G645.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,8.0,0.03005181347150259
31973,686.0,G1575.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.008590462833099579
49856,20.0,G2564.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,6.0,Splice Junction ,13.0,9.451527839475251e-05
68783,0.0,G461.4,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
65283,26927.0,G206.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,2.0,Splice Junction ,4.0,0.12543380335490123
98829,47957.0,G2117.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.15010015649452269
98835,47985.0,G2117.2,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.15018779342723004
41890,471.0,G2254.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,7.0,Splice Junction ,14.0,0.022700983227299017
32770,2217.0,G1622.2,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,8.0,0.020085342320550103
32762,2265.0,G1622.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,8.0,0.02052020764819395
32794,2120.0,G1622.5,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,8.0,0.0192065519709365
32786,2147.0,G1622.4,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,8.0,0.019451163717736163
102298,958.0,G2475.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.2826792564178224
102304,988.0,G2475.2,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.2915314251991738
75923,12083.0,G655.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,4.0,Splice Junction ,9.0,0.1729453525319898
76031,12107.0,G655.2,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,4.0,Splice Junction ,9.0,0.17328886726018378
102264,2068.0,G2469.3,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.35759986166349644
102260,2021.0,G2469.2,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.3494725920802352
102256,1975.0,G2469.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.341518243126405
80469,675.0,G927.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.015073693613220187
82903,7186.0,G1040.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,2.0,0.01718439868952818
102252,199.0,G2467.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.034411205256787133
82952,63395.0,G1042.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,2.0,Splice Junction ,3.0,0.1342224330052317
11976,0.0,G520.2,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
11978,0.0,G520.3,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
39386,1715.0,G2032.1,IonXpress_SFPQ_N,Splice Junction Intron from 5'-UTR to 5'-UTR to Exon from 5'-UTR to Coding_Region,1.0,Splice Junction ,6.0,0.020689571973169906
11974,0.0,G520.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
11980,0.0,G520.4,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
75544,40.0,G631.3,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.04149377593360996
16127,61.0,G631.2,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,12.0,0.005418850493026562
16095,104.0,G631.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,12.0,0.009238695922537088
25740,15.0,G1195.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,7.0,Splice Junction ,15.0,0.0004437738528445904
29619,381.0,G1481.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,4.0,Splice Junction ,8.0,0.007115111675506088
33926,138.0,G1709.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,5.0,0.01245374966158289
1225,391.0,G68.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.043947397999325614
91623,5528.0,G1658.1,IonXpress_NONO_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,32.0,0.06858475701294028
41184,337.0,G2161.2,IonXpress_SFPQ_N,Splice Junction 5'-UTR to Exon from 5'-UTR to 3'-UTR,,Splice Junction ,1.0,0.12867506681939672
41164,276.0,G2161.1,IonXpress_SFPQ_N,Splice Junction 5'-UTR to Exon from 5'-UTR to 3'-UTR,,Splice Junction ,1.0,0.10538373424971363
84913,53.0,G1181.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.011148506520824568
12495,1043.0,G542.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.020374675235881306
97938,138.0,G2046.2,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,3.0,0.08051341890315053
11948,0.0,G514.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
97920,99.0,G2046.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,3.0,0.057759626604434074
64439,450719.0,G178.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,91.0,Splice Junction ,198.0,0.19419724990025566
49760,75.0,G2552.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.029809220985691574
39184,791.0,G2018.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,8.0,Splice Junction ,16.0,0.02619639013081636
213,34140.0,G36.3,IonXpress_SFPQ_N,Splice Junction Intron from 5'-UTR to 5'-UTR to Exon from 5'-UTR to 5'-UTR,1.0,Splice Junction ,2.0,0.16988286342691652
38729,105702.0,G1984.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,32.0,0.1821578315183955
87847,244.0,G1367.1,IonXpress_NONO_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,48.0,0.004123223549689913
101224,1306.0,G2339.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.11157624946604015
101222,1329.0,G2339.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.11354122170012815
27270,47.0,G1286.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,15.0,Splice Junction ,31.0,0.002362640124666968
61131,112225.0,G102.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,7.0,Splice Junction ,14.0,0.16798313956708325
16406,9806.0,G635.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,84.0,Splice Junction ,169.0,0.026471795093296474
19434,1910.0,G856.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to 3'-UTR to Intron from 3'-UTR to 3'-UTR,1.0,Splice Junction ,25.0,0.04197894459218884
92723,1180.0,G1705.2,IonXpress_NONO_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,2.0,Splice Junction ,30.0,0.006715037700953194
92631,1201.0,G1705.1,IonXpress_NONO_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,2.0,Splice Junction ,30.0,0.0068345426091904965
38623,17029.0,G1980.1,IonXpress_SFPQ_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,38.0,0.18600358266340442
28607,119.0,G1358.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,2.0,Splice Junction ,4.0,0.010610789121711994
85199,501.0,G1197.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.05325255102040816
72014,6602.0,G536.1,IonXpress_NONO_N,Splice Junction Intron from 5'-UTR to 5'-UTR to Exon from 5'-UTR to 5'-UTR,1.0,Splice Junction ,2.0,0.07057943125935429
25409,47.0,G1167.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,13.0,Splice Junction ,26.0,0.0005550765887591086
25506,93.0,G1167.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,13.0,Splice Junction ,27.0,0.0010983430373318532
73200,8310.0,G573.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.026392430993797303
73170,8289.0,G573.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.026325735319805758
67555,38990.0,G298.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,18.0,0.07007321833585542
17028,117.0,G649.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,21.0,Splice Junction ,43.0,0.004002052334530528
52875,717.0,G2858.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.12398409130209234
80693,1753.0,G943.2,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,3.0,Splice Junction ,9.0,0.02032463768115942
80557,1715.0,G943.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,3.0,Splice Junction ,9.0,0.01988405797101449
63774,32447.0,G176.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,67.0,Splice Junction ,135.0,0.027629187975891836
61332,2534.0,G128.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,11.0,Splice Junction ,23.0,0.04143569618183305
47901,32004.0,G2443.2,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,4.0,0.16528515873138838
101205,2841.0,G2335.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.24271678769756513
80829,2108.0,G945.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,3.0,Splice Junction ,9.0,0.024440579710144926
80965,2196.0,G945.2,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,3.0,Splice Junction ,9.0,0.02546086956521739
49820,71.0,G2554.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to 3'-UTR to Intron from 3'-UTR to 3'-UTR,1.0,Splice Junction ,5.0,0.02821939586645469
49799,47.0,G2554.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,3.0,Splice Junction ,6.0,0.01360741169658367
75,115.0,G32.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,6.0,0.003954200048138088
51554,14860.0,G2736.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,6.0,Splice Junction ,13.0,0.11558445599079058
52754,28.0,G2840.2,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.0048417776240705515
17198,70.0,G659.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,6.0,Splice Junction ,14.0,0.01770806982038958
3148,3277.0,G116.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.15799623933272264
3230,3303.0,G116.2,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.15924979509184706
56786,256.0,G10.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.0012738726724455369
88360,230357.0,G1382.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,5.0,0.20592594579131804
56803,68336.0,G12.1,IonXpress_NONO_N,Splice Junction Intron from 5'-UTR to 5'-UTR to Exon from 5'-UTR to 5'-UTR,1.0,Splice Junction ,2.0,0.34004438650093055
24313,0.0,G1163.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,4.0,0.0
88318,363.0,G1380.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,2.0,Splice Junction ,7.0,0.017060675847158903
12410,214.0,G538.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,10.0,0.028829314293412366
84796,140.0,G1171.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,34.0,0.0037160906726124115
68825,0.0,G463.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
68827,0.0,G463.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
59587,0.0,G66.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
68799,0.0,G461.8,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
68803,0.0,G461.9,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
