,transcript,MiSeqSFPQc.csv,MiSeqNONOc.csv,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
170,uc001vxa.1,['G1113.1'],,uc001vxa.1,chr14,-,20811229,20811570,20811229,20811229,1,"20811229,","20811570,",uc001vxa.1,,22192,uc001vxa.1,NR_002312,,,RPPH1,NR_002312,,"Homo sapiens ribonuclease P RNA component H1 (RPPH1), RNase P RNA.",,
171,uc001pyx.2,['G687.1'],,uc001pyx.2,chr11,+,123396527,123493518,123396856,123493303,20,"123396527,123448074,123455019,123464789,123465442,123466649,123471175,123474133,123476029,123477316,123479366,123480502,123480903,123483468,123484162,123485452,123489052,123489400,123489814,123493213,","123396879,123448285,123455040,123464874,123465546,123466745,123471256,123474249,123476186,123477506,123479510,123480621,123481046,123483572,123484366,123485543,123489064,123489508,123489932,123493518,",Q3KR37,uc001pyx.2,13098,uc001pyx.2,NM_020716,Q3KR37,GRM1B_HUMAN,GRAMD1B,NM_020716,NP_065767,"Homo sapiens GRAM domain containing 1B (GRAMD1B), mRNA.",,
172,uc002nat.3,['G1680.1'],['G1343.1'],uc002nat.3,chr19,-,15363805,15443342,15364367,15383910,12,"15363805,15364962,15366107,15366874,15367774,15374230,15375214,15376164,15378226,15379715,15383625,15443100,","15364594,15365073,15366403,15367074,15367984,15374359,15375577,15376454,15378362,15379853,15383944,15443342,",Q4G0X8,uc002nat.3,38511,uc002nat.3,BC035266,Q4G0X8,Q4G0X8_HUMAN,BRD4,NM_014299,NP_055114,"Homo sapiens bromodomain containing 4 (BRD4), transcript variant short, mRNA.",,
173,uc010osv.1,['G235.1' 'G235.2' 'G235.3' 'G235.4'],['G202.1'],uc010osv.1,chr1,-,91733301,91870426,91733302,91866626,29,"91733301,91739268,91740286,91742184,91742538,91778905,91779513,91781371,91781657,91781947,91784634,91784849,91788506,91788649,91790231,91808986,91812985,91816294,91817105,91818062,91818607,91818812,91840914,91841083,91843581,91843959,91844619,91866568,91870354,","91733412,91739372,91740366,91742300,91742619,91779052,91779617,91781529,91781741,91782033,91784766,91784947,91788554,91788756,91790323,91809067,91813033,91816428,91817200,91818208,91818709,91818856,91841003,91841284,91843740,91844037,91844771,91866666,91870426,",A2PYH4,uc010osv.1,5552,uc010osv.1,AK294754,A2PYH4,HFM1_HUMAN,HFM1,,,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
174,uc011ecs.2,['G2898.1' 'G2898.2'],,uc011ecs.2,chr6,+,133562636,133853258,133595918,133849943,20,"133562636,133595853,133703529,133767767,133769248,133777693,133782251,133783472,133783758,133785916,133789703,133802600,133804169,133827243,133833858,133834015,133836458,133844193,133846291,133849862,","133562887,133595951,133703579,133767892,133769317,133777786,133782318,133783615,133783902,133785996,133789887,133802737,133804253,133827333,133833917,133834176,133836573,133844315,133846392,133853258,",F2Z2Y1,uc011ecs.2,61844,uc011ecs.2,AK299378,F2Z2Y1,F2Z2Y1_HUMAN,EYA4,NM_004100,NP_004091,"Homo sapiens eyes absent homolog 4 (Drosophila) (EYA4), transcript variant 1, mRNA.",,
175,uc011bmh.2,['G2279.1'],,uc011bmh.2,chr3,+,137906114,138017228,137940771,138014734,20,"137906114,137940767,137942230,137942477,137953875,137956150,137956323,137958309,137960624,137963929,137982580,137982972,137985996,137988881,137991808,137993290,138003272,138007889,138009387,138014700,","137906441,137940839,137942373,137942575,137953956,137956226,137956414,137958370,137960825,137964025,137982663,137983054,137986083,137988974,137991958,137993386,138003368,138007962,138009481,138017228,",B7Z637,uc011bmh.2,51451,uc011bmh.2,NR_049770,B7Z637,B7Z637_HUMAN,ARMC8,NM_015396,NP_056211,"Homo sapiens armadillo repeat containing 8 (ARMC8), transcript variant 6, non-coding RNA.",,
176,uc001xlt.2,['G1073.1' 'G1076.1'],['G911.1'],uc001xlt.2,chr14,+,70346113,70499083,70346395,70496975,12,"70346113,70418854,70420136,70442431,70444634,70459133,70461116,70477470,70478201,70480102,70489919,70496958,","70346494,70419020,70420249,70442531,70444682,70459190,70461197,70477663,70478284,70480208,70490164,70499083,",Q9H4F8-2,uc001xlt.2,21483,uc001xlt.2,NM_001034852,Q9H4F8-2,Q9H4F8-2,SMOC1,NM_001034852,NP_001030024,"Homo sapiens SPARC related modular calcium binding 1 (SMOC1), transcript variant 1, mRNA.",,
177,uc011byq.2,['G2417.1'],,uc011byq.2,chr4,+,39699663,39784410,39699947,39780054,5,"39699663,39739039,39747371,39779301,39779979,","39700010,39739133,39747430,39779430,39784410,",B4DIZ2,uc011byq.2,54539,uc011byq.2,AK295846,B4DIZ2,B4DIZ2_HUMAN,UBE2K,NM_001111113,,"Homo sapiens ubiquitin-conjugating enzyme E2K (UBE2K), transcript variant 1, mRNA.",,
178,uc003qec.4,['G2898.1' 'G2898.2'],,uc003qec.4,chr6,+,133562494,133853258,133595918,133849943,20,"133562494,133595853,133703529,133767767,133769248,133777693,133782251,133783472,133783758,133785916,133789703,133802600,133804169,133827243,133833858,133834015,133836458,133844193,133846291,133849862,","133562887,133595951,133703579,133767892,133769317,133777786,133782318,133783615,133783902,133785996,133789869,133802737,133804253,133827333,133833917,133834176,133836573,133844315,133846392,133853258,",O95677,uc003qec.4,61841,uc003qec.4,NM_004100,O95677,EYA4_HUMAN,EYA4,NM_004100,NP_004091,"Homo sapiens eyes absent homolog 4 (Drosophila) (EYA4), transcript variant 1, mRNA.",,
179,uc011ecq.2,['G2898.1' 'G2898.2'],,uc011ecq.2,chr6,+,133561735,133853258,133595918,133849943,19,"133561735,133562636,133595853,133703529,133767767,133782251,133783472,133783758,133785916,133789703,133802600,133804169,133827243,133833858,133834015,133836458,133844193,133846152,133849862,","133561975,133562887,133595951,133703579,133767892,133782318,133783615,133783902,133785996,133789869,133802737,133804253,133827333,133833917,133834176,133836573,133844315,133846253,133853258,",O95677-5,uc011ecq.2,61846,uc011ecq.2,AK301950,O95677-5,O95677-5,EYA4,NM_172105,NP_742103,"Homo sapiens eyes absent homolog 4 (Drosophila) (EYA4), transcript variant 4, mRNA.",,
180,uc010lzb.3,['G3412.1' 'G3412.2'],['G2769.1'],uc010lzb.3,chr8,-,70584567,70745404,70585103,70744908,8,"70584567,70588843,70591612,70594418,70617265,70667658,70673977,70744001,","70585561,70588908,70591854,70594578,70617464,70667876,70674110,70745404,",E9PKK5,uc010lzb.3,73646,uc010lzb.3,NM_001146009,E9PKK5,E9PKK5_HUMAN,SLCO5A1,NM_001146009,NP_001139481,"Homo sapiens solute carrier organic anion transporter family, member 5A1 (SLCO5A1), transcript variant 3, mRNA.",,
181,uc001aif.3,['G175.1' 'G176.1'],['G144.1' 'G145.1'],uc001aif.3,chr1,-,1716724,1822526,1718769,1756892,12,"1716724,1718760,1720491,1721833,1724683,1735857,1737913,1747194,1749275,1756835,1770628,1822258,","1718492,1718876,1720708,1722035,1724750,1736020,1737977,1747301,1749314,1756938,1770677,1822526,",P62873,uc001aif.3,4136,uc001aif.3,NM_002074,P62873,GBB1_HUMAN,GNB1,NM_002074,NP_002065,"Homo sapiens guanine nucleotide binding protein (G protein), beta polypeptide 1 (GNB1), mRNA.",,
182,uc001onx.3,['G649.1'],,uc001onx.3,chr11,+,68228185,68382801,68305132,68380585,24,"68228185,68286968,68305126,68312305,68315534,68318588,68321612,68326033,68331770,68334481,68337215,68338507,68341576,68343425,68350510,68355412,68358127,68359043,68363564,68367808,68369330,68370809,68377371,68380533,","68228295,68287119,68305359,68312492,68315672,68318654,68321725,68326147,68331900,68334634,68337365,68338572,68341692,68343511,68350597,68355492,68358182,68359174,68363686,68367962,68369437,68370960,68377491,68382801,",Q5H9R7-2,uc001onx.3,12377,uc001onx.3,NM_001164162,Q5H9R7-2,Q5H9R7-2,PPP6R3,NM_001164162,NP_001157634,"Homo sapiens protein phosphatase 6, regulatory subunit 3 (PPP6R3), transcript variant 1, mRNA.",,
183,uc004eue.3,['G3739.1'],,uc004eue.3,chrX,+,123095555,123236505,123156477,123234447,33,"123095555,123156380,123159689,123164810,123171376,123176418,123179013,123181203,123182854,123184035,123184970,123185164,123189977,123191715,123195073,123195620,123196751,123196965,123197697,123199725,123200024,123200205,123202413,123204998,123210181,123211806,123215229,123217270,123220396,123224424,123227867,123229221,123234423,","123095706,123156521,123159768,123164975,123171473,123176495,123179218,123181355,123182928,123184159,123185069,123185244,123190085,123191827,123195191,123195724,123196844,123197055,123197901,123199796,123200112,123200286,123202506,123205173,123210321,123211908,123215378,123217399,123220620,123224614,123227994,123229299,123236505,",Q8N3U4,uc004eue.3,78769,uc004eue.3,NM_006603,Q8N3U4,STAG2_HUMAN,STAG2,NM_006603,NP_006594,"Homo sapiens stromal antigen 2 (STAG2), transcript variant 4, mRNA.",,
184,uc011mpt.1,['G3707.1' 'G3707.2'],,uc011mpt.1,chrX,-,70430034,70948962,70430034,70430034,3,"70430034,70803854,70948823,","70430053,70803876,70948962,",uc011mpt.1,,79783,uc011mpt.1,NR_001568,,,BCYRN1,NR_001568,,"Homo sapiens brain cytoplasmic RNA 1 (BCYRN1), non-coding RNA.",,
185,uc003crq.2,['G2333.1'],,uc003crq.2,chr3,-,47627377,47823405,47629698,47823287,28,"47627377,47632150,47651555,47663696,47676679,47677511,47680214,47702783,47703823,47712147,47716964,47718118,47719687,47721926,47727538,47730876,47734730,47742767,47747898,47752172,47755904,47762155,47770514,47777523,47779518,47787397,47814306,47823092,","47629796,47632327,47651817,47663831,47676834,47677626,47680270,47702945,47704082,47712207,47717078,47718272,47719801,47721998,47727660,47730914,47734790,47742892,47748020,47752298,47755980,47762225,47770584,47777616,47779600,47787483,47814426,47823405,",Q92922,uc003crq.2,52534,uc003crq.2,NM_003074,Q92922,SMRC1_HUMAN,SMARCC1,NM_003074,NP_003065,"Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 (SMARCC1), mRNA.",,
186,uc010jbr.1,['G2779.1'],,uc010jbr.1,chr5,-,106762676,107006596,106762798,107006314,2,"106762676,107006189,","106763210,107006596,",P52803,uc010jbr.1,59344,uc010jbr.1,AK308672,P52803,EFNA5_HUMAN,EFNA5,NM_001962,NP_001953,"Homo sapiens ephrin-A5 (EFNA5), mRNA.",,
187,uc001suu.4,['G836.1'],,uc001suu.4,chr12,+,69633316,69668138,69633426,69656339,11,"69633316,69644908,69646830,69650476,69651511,69651814,69652369,69653207,69653823,69656152,69663291,","69633486,69645118,69646934,69650622,69651685,69651925,69652874,69653323,69653977,69656342,69668138,",Q16630-2,uc001suu.4,16709,uc001suu.4,BC000714,Q16630-2,Q16630-2,CPSF6,NM_007007,NP_008938,"Homo sapiens cleavage and polyadenylation specific factor 6, 68kDa (CPSF6), mRNA.",,
188,uc010nlq.1,['G3791.1' 'G3792.1'],['G3087.1' 'G3090.1'],uc010nlq.1,chrX,-,73247970,73513409,73247970,73247970,7,"73247970,73251430,73494176,73500228,73500765,73501536,73513186,","73249386,73251675,73494245,73500329,73500920,73501683,73513409,",uc010nlq.1,,79827,uc010nlq.1,NR_028379,,,FTX,NR_028379,,"Homo sapiens FTX transcript, XIST regulator (non-protein coding) (FTX), non-coding RNA.",,
189,uc001iyu.4,['G343.1'],,uc001iyu.4,chr10,+,35535952,35860847,35772339,35858098,12,"35535952,35537036,35539449,35772331,35790428,35805450,35814891,35818900,35819051,35841946,35854950,35857981,","35536058,35537139,35539554,35772406,35790463,35805551,35814927,35818958,35819171,35842113,35855113,35860847,",NP_859049,uc001iyu.4,8114,uc001iyu.4,NM_181698,Q8ND76,CCNY_HUMAN,CCNY,NM_181698,NP_859049,"Homo sapiens cyclin Y (CCNY), transcript variant 2, mRNA.",,
190,uc021shu.1,['G1167.1' 'G1168.1'],['G965.1'],uc021shu.1,chr15,+,30950919,31065209,30950919,30950919,4,"30950919,31008422,31042604,31060060,","30951047,31008545,31042759,31065209,",uc021shu.1,,23632,uc021shu.1,NR_038255,,,LOC100288637,NR_038255,,"Homo sapiens OTU domain containing 7A pseudogene (LOC100288637), transcript variant 3, non-coding RNA.",,
191,uc003dhz.3,['G2225.1'],,uc003dhz.3,chr3,+,56591183,56655848,56591270,56655646,18,"56591183,56592873,56593596,56597711,56600621,56600977,56605208,56626997,56627518,56627971,56647616,56649155,56649949,56651139,56652199,56653298,56653804,56655559,","56591281,56592938,56593622,56598153,56600787,56601081,56605330,56627129,56627769,56628056,56647778,56649300,56650081,56651633,56652240,56653555,56653929,56655848,",A2RUB6,uc003dhz.3,50801,uc003dhz.3,NM_001141947,A2RUB6,CCD66_HUMAN,CCDC66,NM_001141947,NP_001135419,"Homo sapiens coiled-coil domain containing 66 (CCDC66), transcript variant 1, mRNA.",,
192,uc021xrw.1,['G2545.1'],,uc021xrw.1,chr4,-,139085247,139163503,139093109,139163223,12,"139085247,139100370,139101794,139103450,139104355,139106274,139135738,139140419,139144352,139153420,139157478,139162946,","139093171,139100548,139101944,139103547,139104459,139106398,139135783,139140519,139144478,139153536,139157605,139163503,",Q9UPY5,uc021xrw.1,56590,uc021xrw.1,NM_014331,Q9UPY5,XCT_HUMAN,SLC7A11,NM_014331,NP_055146,"Homo sapiens solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 (SLC7A11), mRNA.",,
193,uc001chs.3,['G44.1'],,uc001chs.3,chr1,+,43148065,43168020,43148236,43166686,8,"43148065,43149073,43159160,43161869,43162312,43162850,43166451,43167651,","43148402,43149137,43159194,43161959,43162615,43162933,43166717,43168020,",P67809,uc001chs.3,1063,uc001chs.3,NM_004559,P67809,YBOX1_HUMAN,YBX1,NM_004559,NP_004550,"Homo sapiens Y box binding protein 1 (YBX1), mRNA.",,
194,uc010lam.1,['G3117.1'],['G2527.1'],uc010lam.1,chr7,+,72349935,72421979,72396950,72419009,16,"72349935,72361165,72361471,72384301,72396799,72397339,72398922,72400477,72409128,72409874,72410385,72410952,72411355,72412375,72416124,72418866,","72350456,72361292,72361649,72384365,72397015,72397501,72399003,72400649,72409220,72409948,72410507,72411055,72411532,72414061,72416247,72421979,",A8MXF9,uc010lam.1,68777,uc010lam.1,NM_001257190,A8MXF9,A8MXF9_HUMAN,POM121,NM_001257190,NP_001244119,"Homo sapiens POM121 transmembrane nucleoporin (POM121), transcript variant 1, mRNA.",,
195,uc010snu.2,['G827.1'],,uc010snu.2,chr12,+,53400061,53435993,53400267,53434007,15,"53400061,53410256,53412581,53413693,53415589,53416276,53421565,53421798,53427589,53428395,53431192,53432139,53433021,53433413,53433926,","53400280,53410394,53412790,53413810,53415644,53416411,53421703,53421972,53427818,53428508,53431406,53432195,53433127,53433486,53435993,",E7EX17,uc010snu.2,16326,uc010snu.2,AK299329,E7EX17,E7EX17_HUMAN,EIF4B,NM_001417,NP_001408,"Homo sapiens eukaryotic translation initiation factor 4B (EIF4B), mRNA.",,
196,uc003pek.3,['G2858.1'],,uc003pek.3,chr6,+,64231650,64293489,64286785,64290079,8,"64231650,64237723,64242241,64286340,64288341,64288802,64289161,64289961,","64231731,64237989,64242435,64286890,64288434,64288933,64289236,64293489,",Q93096,uc003pek.3,61425,uc003pek.3,CR749458,Q93096,TP4A1_HUMAN,PTP4A1,NM_003463,NP_003454,"Homo sapiens protein tyrosine phosphatase type IVA, member 1 (PTP4A1), mRNA.",,
197,uc002ttj.3,['G1941.1'],['G1536.1' 'G1538.1'],uc002ttj.3,chr2,-,132905163,133015542,132905163,132905163,5,"132905163,132908484,132912234,132914545,133015101,","132905801,132908549,132912341,132914719,133015542,",uc002ttj.3,,44083,uc002ttj.3,NR_027020,,,ANKRD30BL,NR_027020,,"Homo sapiens ankyrin repeat domain 30B-like (ANKRD30BL), transcript variant 2, non-coding RNA.",,
198,uc003ezi.3,['G2286.1'],,uc003ezi.3,chr3,+,151985828,152183569,152017982,152177116,9,"151985828,152017193,152132729,152150505,152163070,152165408,152174055,152177059,152180173,","151986881,152018156,152132900,152150709,152163328,152165562,152174150,152177134,152183569,",Q9NR56-2,uc003ezi.3,51578,uc003ezi.3,NM_207292,Q9NR56-2,Q9NR56-2,MBNL1,NM_207292,NP_997175,"Homo sapiens muscleblind-like splicing regulator 1 (MBNL1), transcript variant 2, mRNA.",,
199,uc002sbk.3,['G1913.1' 'G1914.1'],['G1510.1'],uc002sbk.3,chr2,-,61705068,61765418,61705954,61719950,24,"61705068,61708319,61709514,61710091,61711071,61712902,61715299,61715722,61717776,61719169,61719459,61719701,61722589,61724013,61725807,61725999,61726847,61729130,61729383,61749745,61752404,61752626,61760906,61764696,","61706101,61708416,61709674,61710226,61711240,61713097,61715406,61715906,61717911,61719333,61719616,61721226,61722748,61724142,61725927,61726048,61727029,61729175,61729445,61749818,61752468,61753656,61761038,61765418,",O14980,uc002sbk.3,43336,uc002sbk.3,AL833550,O14980,XPO1_HUMAN,XPO1,,,"Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1), mRNA.",,
200,uc002fgp.3,['G1308.1'],,uc002fgp.3,chr16,+,81478774,81745367,81478846,81743404,21,"81478774,81641171,81654480,81685807,81691379,81694488,81697873,81703746,81705570,81711879,81725379,81726762,81727043,81730164,81733289,81735264,81736226,81737543,81739103,81740618,81743350,","81479146,81641297,81654531,81685969,81691421,81694551,81697954,81703850,81705675,81712233,81725445,81726789,81727092,81730272,81733406,81735405,81736274,81737690,81739209,81740689,81745367,",Q8IY22,uc002fgp.3,28221,uc002fgp.3,NM_198390,Q8IY22,CMIP_HUMAN,CMIP,NM_198390,NP_938204,"Homo sapiens c-Maf inducing protein (CMIP), transcript variant 1, mRNA.",,
201,uc031rcu.1,['G1438.1'],,uc031rcu.1,chr17,+,44590075,44627209,44590078,44625681,6,"44590075,44594727,44597577,44617541,44618172,44625677,","44592687,44594799,44597649,44617613,44618247,44627209,",A6NM11,uc031rcu.1,31076,uc031rcu.1,JQ790708,A6NM11,L37A2_HUMAN,LRRC37A2,,,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
202,uc002xvu.1,['G2076.1'],['G1647.1' 'G1648.1'],uc002xvu.1,chr20,-,49506882,49547527,49507941,49520533,4,"49506882,49518553,49520425,49547362,","49511049,49518646,49520538,49547527,",Q9H2P0,uc002xvu.1,46917,uc002xvu.1,NM_181442,Q9H2P0,ADNP_HUMAN,ADNP,NM_181442,NP_852107,"Homo sapiens activity-dependent neuroprotector homeobox (ADNP), transcript variant 2, mRNA.",,
203,uc003yks.2,['G3425.1'],,uc003yks.2,chr8,-,103264501,103424917,103266529,103424462,59,"103264501,103269859,103271212,103273373,103274142,103276701,103277327,103279174,103281205,103282266,103283361,103284756,103287748,103287935,103289199,103291053,103291263,103292621,103293516,103297354,103297740,103298587,103299660,103300382,103301680,103305832,103306182,103307209,103307431,103307641,103307863,103309120,103309685,103310619,103311075,103311679,103312227,103316270,103317312,103323526,103323962,103324361,103324569,103326031,103326971,103335538,103338773,103339969,103341317,103341510,103354700,103357623,103358463,103359130,103372298,103372816,103373352,103373809,103424400,","103266742,103269945,103271357,103273487,103274298,103276786,103277503,103279235,103281336,103282411,103283473,103285000,103287847,103288056,103289420,103291167,103291436,103292695,103293747,103297566,103298009,103298845,103299792,103300494,103301804,103306072,103306343,103307339,103307558,103307760,103308010,103309212,103309834,103310717,103311199,103311775,103312379,103316397,103317523,103323724,103324117,103324473,103324713,103326144,103327081,103335723,103338891,103340124,103341428,103341627,103354912,103357773,103358623,103359320,103372418,103372893,103373434,103373854,103424917,",J3KMW7,uc003yks.2,73931,uc003yks.2,AB384540,J3KMW7,J3KMW7_HUMAN,UBR5,NM_015902,NP_056986,"Homo sapiens ubiquitin protein ligase E3 component n-recognin 5 (UBR5), mRNA.",,
204,uc001oiw.2,['G644.1'],['G493.1' 'G495.1'],uc001oiw.2,chr11,+,66406087,66413944,66407182,66411603,4,"66406087,66407170,66410920,66413497,","66406223,66407594,66411611,66413944,",Q9BWF3,uc001oiw.2,12293,uc001oiw.2,NM_002896,Q9BWF3,RBM4_HUMAN,RBM4,NM_002896,NP_002887,"Homo sapiens RNA binding motif protein 4 (RBM4), transcript variant 1, mRNA.",,
205,uc011cmn.2,['G2584.1' 'G2589.1' 'G2595.1'],['G2065.1' 'G2071.1' 'G2075.1' 'G2076.1' 'G2076.2'],uc011cmn.2,chr5,+,6714717,6757161,6737656,6755058,13,"6714717,6737622,6738795,6739844,6742602,6743824,6746326,6748576,6749669,6750443,6751151,6752985,6754866,","6714812,6737746,6738842,6739965,6742710,6743953,6746540,6748703,6749770,6750616,6751310,6753150,6757161,",B7ZLL4,uc011cmn.2,57021,uc011cmn.2,NM_001171805,B7ZLL4,B7ZLL4_HUMAN,PAPD7,NM_001171805,NP_001165276,"Homo sapiens PAP associated domain containing 7 (PAPD7), transcript variant 2, mRNA.",,
